,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
0,1,Ativo Total,5.269.067,5.032.293,4.549.552,,,
1,1.01,Ativo Circulante,2.957.888,2.911.934,2.832.671,,,
2,1.01.01,Disponibilidades,169.858,158.076,117.727,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,730.100,525.778,758.129,,,
4,1.01.02.01,Aplicações no mercado Aberto,543.911,380.755,630.831,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,186.189,145.023,127.298,,,
6,1.01.02.03,Aplicações em Moeda Estrangeira,,,,,,
7,1.01.03,Títulos e Valores Mobiliários,477.905,545.657,405.278,,,
8,1.01.03.01,Carteira Própria,340.110,325.433,349.669,,,
9,1.01.03.02,Vinculados a Compra e Recompra,131.874,216.957,52.662,,,
10,1.01.03.03,Vinculados ao Banco Central,,,,,,
11,1.01.03.04,Instrumentos Financeiros Derivativos,,,,,,
12,1.01.03.05,Vinculados a Prestação de Garantias,5.921,3.267,2.947,,,
13,1.01.04,Relações Interfinanceiras,77.328,268.990,236.679,,,
14,1.01.04.01,Pagamentos e Recebimentos a Liquidar,3,11,24,,,
15,1.01.04.02,Depósitos no Banco Central,76.467,268.066,235.730,,,
16,1.01.04.03,SFH - Sistema Financeiro de Habitação,,,,,,
17,1.01.04.04,Correspondentes,858,913,925,,,
18,1.01.05,Relações Interdependências,,,,,,
19,1.01.06,Operações de Crédito,1.326.013,1.235.369,1.183.184,,,
20,1.01.06.01,Setor Público,,,,,,
21,1.01.06.02,Setor Privado,1.393.614,1.312.026,1.239.755,,,
22,1.01.06.03,(Provisão para Crédito de Liquidação Duvidosa),-67.601,-76.657,-56.571,,,
23,1.01.07,Operações de Arrendamento Mercantil,,,,,,
24,1.01.08,Outros Créditos,172.102,174.524,127.840,,,
25,1.01.08.01,Carteira de Câmbio,73,813,0,,,
26,1.01.08.02,Rendas a Receber,1.211,1.144,1.866,,,
27,1.01.08.03,Negociações e Intermediações de Valores,,,,,,
28,1.01.08.04,Diversos,176.802,178.052,129.600,,,
29,1.01.08.05,(Provisão p/ Outros Créditos de Liquidação Duvidosa),-5.984,-5.485,-3.626,,,
30,1.01.09,Outros Valores e Bens,4.582,3.540,3.834,,,
31,1.01.09.01,Outros Valores e Bens,3.443,4.670,5.904,,,
32,1.01.09.02,(Provisão para Desvalorização),-1.441,-3.126,-3.664,,,
33,1.01.09.03,Despesas Antecipadas,2.580,1.996,1.594,,,
34,1.02,Ativo Realizável a Longo Prazo,2.192.610,2.009.444,1.634.054,,,
35,1.02.01,Aplicações Interfinanceiras de Liquidez,,,,,,
36,1.02.02,Títulos e Valores Mobiliários,147.872,274.891,163.742,,,
37,1.02.02.01,Carteira Própria,147.872,274.891,163.742,,,
38,1.02.02.02,Vinculados a Compromisso de Recompra,,,,,,
39,1.02.02.03,Vinculados a Prestação de Garantias,,,,,,
40,1.02.03,Relações Interfinanceiras,55.313,49.137,44.176,,,
41,1.02.03.01,SFH - Sistema Financeiro de Habitação,55.313,49.137,44.176,,,
42,1.02.04,Relações Interdependências,,,,,,
43,1.02.05,Operações de Crédito,1.835.006,1.582.827,1.367.356,,,
44,1.02.05.01,Setor Público,,,,,,
45,1.02.05.02,Setor Privado,1.925.920,1.680.804,1.432.734,,,
46,1.02.05.05,(Provisão para Crédito de Liquidação Duvidosa),-90.914,-97.977,-65.378,,,
47,1.02.06,Operações de Arrendamento Mercantil,,,,,,
48,1.02.07,Outros Créditos,154.419,102.589,58.780,,,
49,1.02.07.01,Diversos,154.419,102.589,58.780,,,
50,1.02.08,Outros Valores e Bens,,,,,,
51,1.03,Ativo Permanente,118.569,110.915,82.827,,,
52,1.03.01,Investimentos,33,33,33,,,
53,1.03.01.01,Dependências no Exterior,,,,,,
54,1.03.01.02,Participações em Controladas,,,,,,
55,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
56,1.03.01.04,Outros Investimentos,171,171,171,,,
57,1.03.01.04.01,Outros Investimentos,167,167,167,,,
58,1.03.01.04.02,No Exterior,4,4,4,,,
59,1.03.01.05,Provisão para Perdas,-138,-138,-138,,,
60,1.03.02,Imobilizado de Uso,89.461,84.210,67.473,,,
61,1.03.02.01,Imóveis de Uso,46.147,45.389,45.389,,,
62,1.03.02.02,Outras Imobilizações de Uso,134.238,121.853,95.702,,,
63,1.03.02.03,(Depreciações Acumuladas),-90.924,-83.032,-73.618,,,
64,1.03.03,Imobilizado de Arrendamento,,,,,,
65,1.03.04,Intangível,29.075,26.672,15.321,,,
66,1.03.04.01,Outros Ativos Intangíveis,44.513,34.960,19.301,,,
67,1.03.04.02,(Amortização Acumulada - Intangível),-15.438,-8.288,-3.980,,,
