,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,3.164.766,3.106.748,3.035.242,,,
1,1.01,Ativo Circulante,1.604.163,1.526.867,1.468.711,,,
2,1.01.01,Caixa e Equivalentes de Caixa,266.327,220.465,193.901,,,
3,1.01.02,Aplicações Financeiras,110.771,93.267,144.505,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,110.771,93.267,144.505,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,110.771,93.267,144.505,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,749.073,727.949,762.185,,,
10,1.01.03.01,Clientes,749.073,727.949,762.185,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,355.859,351.266,304.055,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,26.763,51.718,38.780,,,
15,1.01.06.01,Tributos Correntes a Recuperar,26.763,51.718,38.780,,,
16,1.01.07,Despesas Antecipadas,358,4.523,4.302,,,
17,1.01.07.01,Despesas Antecipadas,358,4.102,3.626,,,
18,1.01.07.02,Despesas Antecipadas com Propaganda,0,421,676,,,
19,1.01.08,Outros Ativos Circulantes,95.012,77.679,20.983,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,65.453,54.667,0,,,
22,1.01.08.03,Outros,29.559,23.012,20.983,,,
23,1.01.08.03.01,Adiantamento a Fornecedores,7.045,6.549,2.344,,,
24,1.01.08.03.02,Contas a Receber Funcionários,7.384,6.519,5.693,,,
25,1.01.08.03.03,Dividendos a Receber,1.700,0,0,,,
26,1.01.08.03.04,Ganhos não Realizados em Operações com Derivativos,632,1.397,6.776,,,
27,1.01.08.03.05,Outros,12.798,8.547,6.170,,,
28,1.02,Ativo Não Circulante,1.560.603,1.579.881,1.566.531,,,
29,1.02.01,Ativo Realizável a Longo Prazo,127.574,110.248,92.912,,,
30,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
31,1.02.01.01.01,Títulos para Negociação,,,,,,
32,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
33,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
34,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
35,1.02.01.03,Contas a Receber,,,,,,
36,1.02.01.03.01,Clientes,,,,,,
37,1.02.01.03.02,Outras Contas a Receber,,,,,,
38,1.02.01.04,Estoques,,,,,,
39,1.02.01.05,Ativos Biológicos,,,,,,
40,1.02.01.06,Tributos Diferidos,70.628,59.166,38.522,,,
41,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,70.628,59.166,38.522,,,
42,1.02.01.07,Despesas Antecipadas,,,,,,
43,1.02.01.08,Créditos com Partes Relacionadas,531,0,0,,,
44,1.02.01.08.01,Créditos com Coligadas,,,,,,
45,1.02.01.08.02,Créditos com Controladas,531,0,0,,,
46,1.02.01.08.03,Créditos com Controladores,,,,,,
47,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
48,1.02.01.09,Outros Ativos Não Circulantes,56.415,51.082,54.390,,,
49,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
50,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
51,1.02.01.09.03,Depósitos Compulsórios,73,269,269,,,
52,1.02.01.09.04,Depósitos Judiciais,19.869,19.419,14.013,,,
53,1.02.01.09.05,Tributos a Recuperar,10.487,7.053,6.302,,,
54,1.02.01.09.06,Contas a Receber de Venda de Controlada,0,0,12.872,,,
55,1.02.01.09.07,Outras Contas a Receber,25.986,24.341,20.934,,,
56,1.02.02,Investimentos,747.645,782.146,844.071,,,
57,1.02.02.01,Participações Societárias,747.645,782.146,844.071,,,
58,1.02.02.01.01,Participações em Coligadas,,,,,,
59,1.02.02.01.02,Participações em Controladas,747.500,781.951,843.876,,,
60,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
