,Conta,Descrição,31/12/2018,31/12/2017,31/12/2016,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016
0,1,Ativo Total,10.897.191,10.801.972,9.969.494,,,
1,1.01,Ativo Circulante,5.005.551,2.832.935,1.991.391,,,
2,1.01.01,Caixa e Equivalentes de Caixa,4.428.956,2.429.600,665.538,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Designados a Valor Justo,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
8,1.01.02.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.03,Créditos das Operações,,,,,,
10,1.01.03.01,Seguros e Resseguros,,,,,,
11,1.01.03.02,Previdência Complementar,,,,,,
12,1.01.03.03,Capitalização,,,,,,
13,1.01.03.04,Outras Operações,,,,,,
14,1.01.04,Títulos e Créditos a Receber,,,,,,
15,1.01.05,Outros Valores e Bens,,,,,,
16,1.01.06,Empréstimos e Depósitos Compulsórios,,,,,,
17,1.01.07,Despesas Antecipadas,,,,,,
18,1.01.08,Despesas de Comercialização Diferidas,,,,,,
19,1.01.09,Outros Ativos Circulantes,576.595,403.335,1.325.853,,,
20,1.01.09.01,Ativos Não Correntes a Venda,,,,,,
21,1.01.09.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.09.03,Outros,576.595,403.335,1.325.853,,,
23,1.01.09.03.01,Dividendos a receber/JCP a receber,515.602,341.547,1.273.950,,,
24,1.01.09.03.02,Ativos por impostos correntes,55.662,56.033,49.018,,,
25,1.01.09.03.03,Diversos,5.331,5.755,2.885,,,
26,1.02,Ativo Não Circulante,5.891.640,7.969.037,7.978.103,,,
27,1.02.01,Ativo Realizável a Longo Prazo,18.786,28.573,0,,,
28,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,1.208,567,0,,,
29,1.02.01.01.01,Títulos Designados a Valor Justo,,,,,,
30,1.02.01.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
31,1.02.01.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
32,1.02.01.04,Crédito das Operações,,,,,,
33,1.02.01.05,Títulos e Créditos a Receber,,,,,,
34,1.02.01.06,Outros Valores e Bens,,,,,,
35,1.02.01.07,Empréstimos e Depósitos Compulsórios,,,,,,
36,1.02.01.08,Despesas Antecipadas,,,,,,
37,1.02.01.09,Despesas de Comercialização Diferidas,,,,,,
38,1.02.01.10,Tributos Diferidos,17.578,27.997,0,,,
39,1.02.01.11,Outros Ativos Não Circulantes,0,9,0,,,
40,1.02.01.11.01,Ativos Não Correntes a Venda,,,,,,
41,1.02.01.11.02,Ativos de Operações Descontinuadas,,,,,,
42,1.02.02,Investimentos,5.867.234,7.934.919,7.974.319,,,
43,1.02.02.01,Participações Societárias,5.867.234,7.934.919,7.974.319,,,
44,1.02.02.01.01,Participações em Coligadas no País,5.867.234,7.934.919,7.974.319,,,
45,1.02.02.01.02,Participações em Coligadas no Exterior,,,,,,
46,1.02.02.01.03,Participações em Controladas no País,,,,,,
47,1.02.02.01.04,Participações em Controladas no Exterior,,,,,,
48,1.02.02.01.05,Participações em Controladas em Conjunto no País,,,,,,
49,1.02.02.01.06,Participações em Controladas em Conjunto no Exterior,,,,,,
50,1.02.02.01.07,Outros Investimentos,,,,,,
51,1.02.02.02,Propriedades para Investimento,,,,,,
52,1.02.03,Imobilizado,,,,,,
53,1.02.03.01,Imobilizado em Operação,,,,,,
54,1.02.03.02,Direito de Uso em Arrendamento,,,,,,
55,1.02.03.03,Imobilizado em Andamento,,,,,,
56,1.02.04,Intangível,5.620,5.545,3.784,,,
57,2,Passivo Total,10.897.191,10.801.972,9.969.494,,,
58,2.01,Passivo Circulante,4.066.806,1.903.502,1.680.429,,,
59,2.01.01,Contas a Pagar,4.066.806,1.903.502,1.680.429,,,
60,2.01.01.01,Dividendos a pagar,4.052.523,1.890.775,1.670.810,,,
61,2.01.01.02,Valores a pagar a sociedades ligadas,,,,,,
62,2.01.01.03,Programa de recompra de ações,,,,,,
63,2.01.01.04,Passivos por impostos correntes,5.481,3.169,901,,,
64,2.01.01.05,Outros,8.802,9.558,8.718,,,
65,2.01.02,Débitos de Operações,,,,,,
66,2.01.02.01,Seguros e Resseguros,,,,,,
67,2.01.02.02,Previdência Complementar,,,,,,
68,2.01.02.03,Capitalização,,,,,,
69,2.01.02.04,Outras Operações,,,,,,
70,2.01.03,Depósitos de Terceiros,,,,,,
71,2.01.04,Provisões Técnicas,,,,,,
72,2.01.04.01,Seguros e Resseguros,,,,,,
73,2.01.04.02,Previdência Complementar,,,,,,
74,2.01.04.03,Capitalização,,,,,,
75,2.01.04.04,Outras Provisões,,,,,,
76,2.01.05,Outros Débitos,,,,,,
77,2.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,,,,,,
78,2.01.06.01,Passivos sobre Ativos Não Correntes a Venda,,,,,,
79,2.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
80,2.02,Passivo Não Circulante,,,,,,
81,2.02.01,Passivo Exigível a Longo Prazo,,,,,,
82,2.02.01.01,Contas a Pagar,,,,,,
83,2.02.01.02,Débitos das Operações,,,,,,
84,2.02.01.03,Provisões Técnicas,,,,,,
85,2.02.01.03.01,Seguros e Resseguros,,,,,,
86,2.02.01.03.02,Previdência Complementar,,,,,,
87,2.02.01.03.03,Capitalização,,,,,,
88,2.02.01.03.04,Outras Provisões,,,,,,
89,2.02.01.04,Outros Passivos,,,,,,
90,2.02.01.05,Tributos Diferidos,,,,,,
91,2.02.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,,,,,,
92,2.02.01.06.01,Passivos sobre Ativos Não Correntes a Venda,,,,,,
93,2.02.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
94,2.02.01.07,Lucros e Receitas a Apropriar,,,,,,
95,2.02.01.07.01,Lucros a Apropriar,,,,,,
96,2.02.01.07.02,Receitas a Apropriar,,,,,,
97,2.02.01.07.03,Subvenções de Investimento a Apropriar,,,,,,
98,2.02.01.08,Adiantamento para Futuro Aumento Capital,,,,,,
99,2.03,Patrimônio Líquido,6.830.385,8.898.470,8.289.065,,,
100,2.03.01,Capital Social Realizado,5.646.767,5.646.767,5.646.768,,,
101,2.03.02,Reservas de Capital,,,,,,
102,2.03.02.01,Ágio na Emissão de Ações,,,,,,
103,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,,,
104,2.03.02.03,Alienação de Bônus de Subscrição,,,,,,
105,2.03.02.04,Opções Outorgadas,,,,,,
106,2.03.02.05,Ações em Tesouraria,-1.262,-1.277,-1.004,,,
107,2.03.02.06,Adiantamento para Futuro Aumento Capital,,,,,,
108,2.03.02.07,Transação com Pagamento Baseado em Ações,1.262,1.277,1.004,,,
109,2.03.03,Reservas de Reavaliação,,,,,,
110,2.03.03.01,Ativos Próprios,,,,,,
111,2.03.03.02,Controladas/Coligadas,,,,,,
112,2.03.04,Reservas de Lucros,1.183.386,3.254.997,2.655.161,,,
113,2.03.04.01,Reserva Legal,1.087.026,910.048,707.586,,,
114,2.03.04.02,Reserva Estatutária,178.549,2.427.150,2.029.777,,,
115,2.03.04.03,Reserva para Contingências,,,,,,
116,2.03.04.04,Reserva de Lucros a Realizar,,,,,,
117,2.03.04.05,Reserva de Retenção de Lucros,,,,,,
118,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,,,
119,2.03.04.07,Reserva de Incentivos Fiscais,,,,,,
120,2.03.04.08,Dividendo Adicional Proposto,,,,,,
121,2.03.04.09,Ações em Tesouraria,,,,,,
122,2.03.04.10,Ações em Tesouraria - Prog. Recompra de ações,-82.189,-82.201,-82.202,,,
123,2.03.05,Lucros/Prejuízos Acumulados,,,,,,
124,2.03.06,Ajustes de Avaliação Patrimonial,,,,,,
125,2.03.07,Ajustes Acumulados de Conversão,,,,,,
126,2.03.08,Outros Resultados Abrangentes,232,-3.294,-12.864,,,
127,3.01,Receitas das Operações,,,,,,
128,3.01.01,Operações de Seguros,,,,,,
129,3.01.01.01,Prêmios de Seguros Ganhos,,,,,,
130,3.01.01.02,Outras Receitas de Seguros,,,,,,
131,3.01.02,Operações de Resseguros,,,,,,
132,3.01.02.01,Prêmios de Resseguros Ganhos,,,,,,
133,3.01.02.02,Outras Receitas de Resseguros,,,,,,
134,3.01.03,Operações de Previdência Complementar,,,,,,
135,3.01.03.01,Rendas de Contribuições Retidas,,,,,,
136,3.01.03.02,Variações das Provisões Técnicas,,,,,,
137,3.01.03.03,Outras Receitas de Prev. Complementar,,,,,,
138,3.01.04,Operações de Capitalização,,,,,,
139,3.01.04.01,Receita Líquida com Títs. Capitalização,,,,,,
140,3.01.04.02,Variações das Provisões Técnicas,,,,,,
141,3.01.04.03,Outras Receitas de Capitalização,,,,,,
142,3.02,Sinistros e Despesas das Operações,,,,,,
143,3.02.01,Operações de Seguros,,,,,,
144,3.02.01.01,Sinistros Retidos de Seguros,,,,,,
145,3.02.01.02,Despesas de Comercialização de Seguros,,,,,,
146,3.02.01.03,Outras Despesas de Seguros,,,,,,
