,Conta,Descrição,31/12/2019,31/12/2018,31/12/2017,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
0,1,Ativo Total,5.534.273,5.246.847,4.872.926,,,
1,1.01,Ativo Circulante,3.478.142,3.487.781,3.455.055,,,
2,1.01.01,Disponibilidades,93.261,89.852,89.935,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,862.246,999.053,668.757,,,
4,1.01.02.01,Aplicação no Mercado Aberto,519.985,584.993,389.995,,,
5,1.01.02.02,Aplicação em Depósitos Interfinanceiros,342.261,414.060,278.762,,,
6,1.01.03,Títulos e Valores Mobiliários,1.059.190,1.113.093,1.162.408,,,
7,1.01.03.01,Carteira Própria,1.058.029,1.048.724,1.074.726,,,
8,1.01.03.02,Vinculados à Prestação de Garantias,858,237,223,,,
9,1.01.03.03,Vinculados a Compromissos de Recompra,104,48.442,67.769,,,
10,1.01.03.04,Vinculados ao Banco Central,199,15.690,19.690,,,
11,1.01.04,Relações Interfinanceiras,354.867,331.604,332.814,,,
12,1.01.04.01,Pagamento e Recebimento a Liquidar,157,2.300,546,,,
13,1.01.04.02,Créditos Vinculados,336.334,319.178,332.268,,,
14,1.01.04.03,Correspondentes no País,18.376,10.126,0,,,
15,1.01.05,Relações Interdependências,,,,,,
16,1.01.06,Operações de Crédito,808.446,683.135,924.976,,,
17,1.01.06.01,Operações de Crédito,869.401,716.966,967.505,,,
18,1.01.06.02,Provisão para Oper.de Crédito de Liquidação Duvidosa,-60.955,-33.831,-42.529,,,
19,1.01.07,Operações de Arrendamento Mercantil,,,,,,
20,1.01.08,Outros Créditos,297.742,265.674,274.503,,,
21,1.01.08.01,Rendas a Receber,1.829,5.691,1.774,,,
22,1.01.08.02,Diversos,297.493,261.200,273.846,,,
23,1.01.08.03,Provisão para Outros Créditos de Liquidação Duvidosa,-1.580,-1.217,-1.117,,,
24,1.01.09,Outros Valores e Bens,2.390,5.370,1.662,,,
25,1.01.09.01,Outros Valores e Bens,1.072,1.148,1.101,,,
26,1.01.09.02,Provisão para Desvalorização,,,,,,
27,1.01.09.03,Despesas Antecipadas,1.318,4.222,561,,,
28,1.02,Ativo Realizável a Longo Prazo,1.950.093,1.663.694,1.343.019,,,
29,1.02.01,Aplicações Interfinanceiras de Liquidez,,,,,,
30,1.02.02,Títulos e Valores Mobiliários,21.403,24.422,27.442,,,
31,1.02.02.01,Carteira Própria,21.403,24.422,27.442,,,
32,1.02.02.02,Vinculados a Compromisso de Recompra,,,,,,
33,1.02.02.03,Vinculados ao Banco Central,,,,,,
34,1.02.02.04,Vinculados à Prestação de Garantias,,,,,,
35,1.02.03,Relações Interfinanceiras,29.106,27.935,26.822,,,
36,1.02.03.01,Créditos Vinculados,29.106,27.935,26.822,,,
37,1.02.04,Relações Interdependências,,,,,,
38,1.02.05,Operações de Crédito,1.611.927,1.383.126,1.077.690,,,
39,1.02.05.01,Operações de Crédito,1.664.072,1.428.935,1.125.811,,,
40,1.02.05.02,Provisão p/Oper.de Crédito de Liquidação Duvidosa,-52.145,-45.809,-48.121,,,
