,Conta,Descrição,31/12/2011,31/12/2010,31/12/2009,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010,01/12/2009 a 31/12/2009
0,1,Ativo Total,657.553,609.964,575.289,,,
1,1.01,Ativo Circulante,5.001,8.628,11.679,,,
2,1.01.01,Caixa e Equivalentes de Caixa,63.0,11.0,20.0,,,
3,1.01.02,Aplicações Financeiras,1.651,6.12,9.439,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,1.651,6.12,9.439,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.01.03,Títulos para Investimento,1.651,6.12,9.439,,,
8,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
10,1.01.03,Contas a Receber,,,,,,
11,1.01.03.01,Clientes,,,,,,
12,1.01.03.02,Outras Contas a Receber,,,,,,
13,1.01.04,Estoques,,,,,,
14,1.01.05,Ativos Biológicos,,,,,,
15,1.01.06,Tributos a Recuperar,,,,,,
16,1.01.06.01,Tributos Correntes a Recuperar,,,,,,
17,1.01.07,Despesas Antecipadas,,,,,,
18,1.01.08,Outros Ativos Circulantes,3.287,2.497,2.22,,,
19,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
20,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
21,1.01.08.03,Outros,3.287,2.497,2.22,,,
22,1.02,Ativo Não Circulante,652.552,601.336,563.61,,,
23,1.02.01,Ativo Realizável a Longo Prazo,1.348,702.0,700.0,,,
24,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,616.0,0.0,0.0,,,
25,1.02.01.01.01,Títulos para Negociação,,,,,,
26,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
27,1.02.01.01.03,Títulos para Investimento,616.0,0.0,0.0,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
29,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
30,1.02.01.03,Contas a Receber,,,,,,
31,1.02.01.03.01,Clientes,,,,,,
32,1.02.01.03.02,Outras Contas a Receber,,,,,,
33,1.02.01.04,Estoques,,,,,,
34,1.02.01.05,Ativos Biológicos,,,,,,
35,1.02.01.06,Tributos Diferidos,,,,,,
36,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
39,1.02.01.08.01,Créditos com Coligadas,,,,,,
40,1.02.01.08.02,Créditos com Controladas,,,,,,
41,1.02.01.08.03,Créditos com Controladores,,,,,,
42,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
43,1.02.01.09,Outros Ativos Não Circulantes,732.0,702.0,700.0,,,
44,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
45,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
46,1.02.01.09.03,Outros Ativos,732.0,702.0,700.0,,,
47,1.02.02,Investimentos,651.154,600.634,562.909,,,
48,1.02.02.01,Participações Societárias,651.154,600.634,562.909,,,
49,1.02.02.01.01,Participações em Coligadas,651.154,600.634,562.909,,,
50,1.02.02.01.02,Participações em Controladas,,,,,,
51,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
52,1.02.02.01.04,Outras Participações Societárias,,,,,,
53,1.02.02.02,Propriedades para Investimento,,,,,,
54,1.02.03,Imobilizado,0.0,0.0,1.0,,,
55,1.02.03.01,Imobilizado em Operação,0.0,0.0,1.0,,,
56,1.02.03.02,Imobilizado Arrendado,,,,,,
57,1.02.03.03,Imobilizado em Andamento,,,,,,
58,1.02.04,Intangível,50.0,0.0,0.0,,,
59,1.02.04.01,Intangíveis,50.0,0.0,0.0,,,
60,1.02.04.01.01,Contrato de Concessão,,,,,,
