,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
0,1,Ativo Total,25.911.666,24.992.853,25.318.153,,,
1,1.01,Ativo Circulante,8.614.990,2.837.189,4.245.974,,,
2,1.01.01,Caixa e Equivalentes de Caixa,451.081,497.146,1.191.676,,,
3,1.01.02,Aplicações Financeiras,7.728.007,2.019.099,2.784.750,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,7.728.007,2.019.099,2.784.750,,,
5,1.01.02.01.01,Títulos para Negociação,2.874.406,2.019.099,2.784.750,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,4.853.601,0,0,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,74.273,56.597,52.696,,,
10,1.01.03.01,Clientes,74.273,56.597,52.696,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,,,,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,175.007,166.144,120.380,,,
15,1.01.06.01,Tributos Correntes a Recuperar,175.007,166.144,120.380,,,
16,1.01.07,Despesas Antecipadas,26.244,26.404,15.583,,,
17,1.01.08,Outros Ativos Circulantes,160.378,71.799,80.889,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,160.378,71.799,80.889,,,
21,1.02,Ativo Não Circulante,17.296.676,22.155.664,21.072.179,,,
22,1.02.01,Ativo Realizável a Longo Prazo,1.512.136,1.108.397,546.376,,,
23,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,1.368.977,981.234,437.367,,,
24,1.02.01.01.01,Títulos para Negociação,1.368.977,981.234,437.367,,,
25,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
26,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
27,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
28,1.02.01.03,Contas a Receber,,,,,,
29,1.02.01.03.01,Clientes,,,,,,
30,1.02.01.03.02,Outras Contas a Receber,,,,,,
31,1.02.01.04,Estoques,,,,,,
32,1.02.01.05,Ativos Biológicos,,,,,,
33,1.02.01.06,Tributos Diferidos,,,,,,
34,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
35,1.02.01.07,Despesas Antecipadas,3.040,7.293,744,,,
36,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
37,1.02.01.08.01,Créditos com Coligadas,,,,,,
38,1.02.01.08.02,Créditos com Controladas,,,,,,
39,1.02.01.08.03,Créditos com Controladores,,,,,,
40,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
