,Conta,Descrição,31/12/2019,31/12/2018,31/12/2017,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
0,1,Ativo Total,29.183000000000003,21.665,51.147,,,
1,1.01,Ativo Circulante,510.0,12.0,1.262,,,
2,1.01.01,Caixa e Equivalentes de Caixa,0.0,0.0,21.0,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Designados a Valor Justo,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
8,1.01.02.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.03,Contas a Receber,0.0,12.0,12.0,,,
10,1.01.03.01,Clientes,0.0,12.0,12.0,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,,,,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,0.0,0.0,1.123,,,
15,1.01.06.01,Tributos Correntes a Recuperar,0.0,0.0,1.123,,,
16,1.01.07,Despesas Antecipadas,,,,,,
17,1.01.08,Outros Ativos Circulantes,510.0,0.0,106.0,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,510.0,0.0,106.0,,,
21,1.01.08.03.01,Adiantamentos diversos,0.0,0.0,106.0,,,
22,1.01.08.03.02,Outras contas a receber,,,,,,
23,1.01.08.03.03,Transações com partes relacionadas,510.0,0.0,0.0,,,
24,1.02,Ativo Não Circulante,28.673000000000002,21.653000000000002,49.885,,,
25,1.02.01,Ativo Realizável a Longo Prazo,4.096,4.234,13.950999999999999,,,
26,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,247.0,247.0,247.0,,,
27,1.02.01.01.01,Títulos Designados a Valor Justo,247.0,247.0,247.0,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
29,1.02.01.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
30,1.02.01.04,Contas a Receber,,,,,,
31,1.02.01.04.01,Clientes,,,,,,
32,1.02.01.04.02,Outras Contas a Receber,,,,,,
33,1.02.01.05,Estoques,,,,,,
34,1.02.01.06,Ativos Biológicos,,,,,,
35,1.02.01.07,Tributos Diferidos,,,,,,
36,1.02.01.07.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
37,1.02.01.08,Despesas Antecipadas,,,,,,
38,1.02.01.09,Créditos com Partes Relacionadas,0.0,68.0,106.0,,,
39,1.02.01.09.01,Créditos com Coligadas,,,,,,
40,1.02.01.09.02,Créditos com Controladas,0.0,68.0,106.0,,,
41,1.02.01.09.03,Créditos com Controladores,,,,,,
42,1.02.01.09.04,Créditos com Outras Partes Relacionadas,,,,,,
43,1.02.01.10,Outros Ativos Não Circulantes,3.8489999999999998,3.9189999999999996,13.597999999999999,,,
44,1.02.01.10.01,Ativos Não-Correntes a Venda,,,,,,
45,1.02.01.10.02,Ativos de Operações Descontinuadas,,,,,,
