,Conta,Descrição,31/12/2014,31/12/2013,31/12/2012,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
0,1,Ativo Total,1.904.444,1.688.133,1.534.395,,,
1,1.01,Ativo Circulante,206.297,216.773,267.154,,,
2,1.01.01,Caixa e Equivalentes de Caixa,29.198,49.445,111.112,,,
3,1.01.02,Aplicações Financeiras,12.954,0,0,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,121.001,122.760,115.264,,,
10,1.01.03.01,Clientes,121.001,122.760,115.264,,,
11,1.01.03.01.01,Contas a Receber,121.001,122.760,115.264,,,
12,1.01.03.02,Outras Contas a Receber,,,,,,
13,1.01.04,Estoques,832,533,409,,,
14,1.01.05,Ativos Biológicos,,,,,,
15,1.01.06,Tributos a Recuperar,12.156,9.415,9.968,,,
16,1.01.06.01,Tributos Correntes a Recuperar,12.156,9.415,9.968,,,
17,1.01.06.01.01,Tributos a recuperar,12.156,9.415,9.968,,,
18,1.01.06.01.02,Imposto de renda e contribuição social a compensar,,,,,,
19,1.01.07,Despesas Antecipadas,3.624,3.668,4.136,,,
20,1.01.08,Outros Ativos Circulantes,26.532,30.952,26.265,,,
21,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
22,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
23,1.01.08.03,Outros,26.532,30.952,26.265,,,
24,1.01.08.03.01,Títulos a receber de partes relacionadas,1.342,1.087,2.977,,,
25,1.01.08.03.02,Dividendos,22.997,26.459,19.599,,,
26,1.01.08.03.03,Outros créditos,2.193,3.406,3.689,,,
27,1.02,Ativo Não Circulante,1.698.147,1.471.360,1.267.241,,,
28,1.02.01,Ativo Realizável a Longo Prazo,36.785,31.972,37.292,,,
29,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
30,1.02.01.01.01,Títulos para Negociação,,,,,,
31,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
32,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
33,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
34,1.02.01.03,Contas a Receber,,,,,,
35,1.02.01.03.01,Clientes,,,,,,
36,1.02.01.03.02,Outras Contas a Receber,,,,,,
37,1.02.01.04,Estoques,,,,,,
38,1.02.01.05,Ativos Biológicos,,,,,,
39,1.02.01.06,Tributos Diferidos,10.067,5.422,12.110,,,
40,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,10.067,5.422,12.110,,,
41,1.02.01.07,Despesas Antecipadas,,,,,,
42,1.02.01.08,Créditos com Partes Relacionadas,2.431,2.150,1.938,,,
43,1.02.01.08.01,Créditos com Coligadas,,,,,,
44,1.02.01.08.02,Créditos com Controladas,,,,,,
45,1.02.01.08.03,Créditos com Controladores,2.431,2.150,1.938,,,
