,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,137.489.919,163.943.419,152.774.811,,,
1,1.01,Ativo Circulante,83.767.434,102.219.796,113.696.343,,,
2,1.01.01,Disponibilidades,220.756,1.797.797,590.257,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,20.536.791,28.543.123,38.523.326,,,
4,1.01.02.01,Aplicações no mercado aberto,18.682.903,24.700.061,33.913.671,,,
5,1.01.02.02,Aplicações em depósitos interfinanceiros,1.853.888,3.843.062,4.609.655,,,
6,1.01.03,Títulos e Valores Mobiliários,34.615.195,41.565.350,45.562.656,,,
7,1.01.03.01,Carteira própria,13.678.855,19.367.547,18.385.437,,,
8,1.01.03.02,Vinculados a compromissos de recompra,8.578.277,1.839.558,1.961.591,,,
9,1.01.03.03,Instrumentos financeiros derivativos,10.696.271,18.786.665,23.351.175,,,
10,1.01.03.04,Vinculados à prestação de garantias,1.476.343,980.526,1.335.394,,,
11,1.01.03.05,Títulos objeto de operações compromissadas de livre movimentação,185.449,591.054,529.059,,,
12,1.01.03.06,Vinculados ao Banco Central,,,,,,
13,1.01.04,Relações Interfinanceiras,1.962.901,1.545.249,1.144.756,,,
14,1.01.04.01,Créditos vinculados - Depósitos no Banco Central,1.962.901,1.545.249,1.144.674,,,
15,1.01.04.02,Correspondentes,0,0,82,,,
16,1.01.05,Relações Interdependências,,,,,,
17,1.01.06,Operações de Crédito,3.334.199,4.831.928,7.297.529,,,
18,1.01.06.01,Operações de crédito - setor privado,3.653.847,5.602.431,7.719.084,,,
19,1.01.06.02,Provisão para perdas em operações de crédito,-332.496,-855.939,-598.253,,,
20,1.01.06.03,Operações de crédito cedidas,12.848,85.436,176.698,,,
21,1.01.07,Operações de Arrendamento Mercantil,,,,,,
22,1.01.08,Outros Créditos,23.043.680,23.909.418,20.471.447,,,
23,1.01.08.01,Carteira de câmbio,14.653.654,11.747.172,9.273.814,,,
24,1.01.08.02,Rendas a receber,2.221.897,80.969,1.653.945,,,
25,1.01.08.03,Negociação e intermediação de valores,1.998.583,5.630.097,6.852.466,,,
26,1.01.08.04,Diversos,4.255.536,6.668.584,2.733.086,,,
27,1.01.08.05,Provisão para perdas em outros créditos,-91.916,-217.404,-41.864,,,
28,1.01.08.06,Créditos por avais ou Fianças,5.926,0,0,,,
29,1.01.09,Outros Valores e Bens,53.912,26.931,106.372,,,
