,Conta,Descrição,31/12/2017,31/12/2016,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016
0,1,Ativo Total,9.330.722,8.104.030,,
1,1.01,Ativo Circulante,2.156.080,1.733.407,,
2,1.01.01,Caixa e Equivalentes de Caixa,305.915,251.357,,
3,1.01.02,Aplicações Financeiras,120.091,53.772,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,120.091,53.772,,
5,1.01.02.01.01,Títulos para Negociação,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,
7,1.01.02.01.03,Títulos e Valores Mobiliários,120.091,53.772,,
8,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,
9,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,
10,1.01.03,Contas a Receber,1.335.793,1.163.822,,
11,1.01.03.01,Clientes,763.400,736.365,,
12,1.01.03.01.01,"Consumidores, Concessionários e Permissionários",1.431.936,1.334.732,,
13,1.01.03.01.02,(-) Provisão para Créditos de Liquidação Duvidosa,-675.100,-605.510,,
14,1.01.03.01.03,Recebiveis com partes relacionadas,,,,
15,1.01.03.01.04,Subvenção de Baixa Renda,6.564,7.143,,
16,1.01.03.02,Outras Contas a Receber,572.393,427.457,,
17,1.01.03.02.01,Ativos financeiros setoriais,75.332,0,,
18,1.01.03.02.02,Subvenção CDE - Desconto Tarifário,346.447,277.512,,
19,1.01.03.02.03,Serviço em curso,65.029,65.426,,
20,1.01.03.02.04,Consumidores - serviços prestados,85.585,84.519,,
21,1.01.03.02.05,Encargo Emergencial,,,,
22,1.01.03.02.06,Aporte CCRBT,,,,
23,1.01.04,Estoques,,,,
24,1.01.05,Ativos Biológicos,,,,
25,1.01.06,Tributos a Recuperar,304.050,74.643,,
26,1.01.06.01,Tributos Correntes a Recuperar,304.050,74.643,,
27,1.01.07,Despesas Antecipadas,,,,
28,1.01.08,Outros Ativos Circulantes,90.231,189.813,,
29,1.01.08.01,Ativos Não-Correntes a Venda,,,,
30,1.01.08.02,Ativos de Operações Descontinuadas,,,,
31,1.01.08.03,Outros,90.231,189.813,,
32,1.01.08.03.01,Cauções e Depósitos,0,63.601,,
33,1.01.08.03.02,Outros Créditos,87.594,125.425,,
34,1.01.08.03.03,Instrumentos financeiros derivativos - Swap,2.637,787,,
35,1.02,Ativo Não Circulante,7.174.642,6.370.623,,
36,1.02.01,Ativo Realizável a Longo Prazo,3.696.744,3.030.455,,
37,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,
38,1.02.01.01.01,Títulos para Negociação,,,,
39,1.02.01.01.02,Títulos Disponíveis para Venda,,,,
40,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,
41,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,
42,1.02.01.03,Contas a Receber,50.140,59.261,,
43,1.02.01.03.01,Clientes,50.140,59.261,,
44,1.02.01.03.02,Outras Contas a Receber,,,,
45,1.02.01.04,Estoques,,,,
46,1.02.01.05,Ativos Biológicos,,,,
47,1.02.01.06,Tributos Diferidos,420.095,369.898,,
48,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,420.095,369.898,,
49,1.02.01.07,Despesas Antecipadas,,,,
50,1.02.01.08,Créditos com Partes Relacionadas,,,,
51,1.02.01.08.01,Créditos com Coligadas,,,,
52,1.02.01.08.02,Créditos com Controladas,,,,
53,1.02.01.08.03,Créditos com Controladores,,,,
54,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,
55,1.02.01.09,Outros Ativos Não Circulantes,3.226.509,2.601.296,,
56,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,
57,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,
58,1.02.01.09.03,Ativos Regulatórios,,,,
59,1.02.01.09.04,Tributos a Compensar,106.406,125.300,,
60,1.02.01.09.05,Depósitos Vinculados a Litígios,236.510,223.325,,
61,1.02.01.09.06,Serviço em curso,14.351,0,,
62,1.02.01.09.07,Ativo Indenizável (Concessão),2.864.913,2.242.355,,
63,1.02.01.09.08,Instrumentos financeiros derivativos - Swap,4.329,10.316,,
64,1.02.01.09.09,Ativos financeiros setoriais,,,,
65,1.02.02,Investimentos,,,,
66,1.02.02.01,Participações Societárias,,,,
67,1.02.02.01.01,Participações em Coligadas,,,,
68,1.02.02.01.02,Participações em Controladas,,,,
69,1.02.02.01.03,Participações em Controladas em Conjunto,,,,
70,1.02.02.01.04,Outras Participações Societárias,,,,
71,1.02.02.02,Propriedades para Investimento,,,,
72,1.02.03,Imobilizado,61.619,71.552,,
73,1.02.03.01,Imobilizado em Operação,47.090,43.375,,
74,1.02.03.01.01,Imobilizado em Operação,47.090,40.251,,
75,1.02.03.01.02,Bens de renda,0,3.124,,
76,1.02.03.02,Imobilizado Arrendado,,,,
77,1.02.03.03,Imobilizado em Andamento,14.529,28.177,,
78,1.02.04,Intangível,3.416.279,3.268.616,,
79,1.02.04.01,Intangíveis,3.416.279,3.268.616,,
80,1.02.04.01.01,Contrato de Concessão,,,,
81,1.02.04.01.02,Softwares,177.593,122.367,,
82,1.02.04.01.03,Direito de Uso da Concessão,3.235.873,3.146.249,,
83,1.02.04.01.04,Bens de renda,2.813,0,,
84,1.02.05,Diferido,,,,
0,2,Passivo Total,9.330.722,8.104.030,,
1,2.01,Passivo Circulante,2.685.422,2.147.850,,
2,2.01.01,Obrigações Sociais e Trabalhistas,43.072,42.546,,
3,2.01.01.01,Obrigações Sociais,,,,
4,2.01.01.02,Obrigações Trabalhistas,43.072,42.546,,
5,2.01.02,Fornecedores,900.125,688.858,,
6,2.01.02.01,Fornecedores Nacionais,900.125,688.858,,
7,2.01.02.01.01,Fornecedores Nacionais,882.126,676.037,,
8,2.01.02.01.02,Fornecedores Estrangeiros,3.989,11.357,,
9,2.01.02.01.03,Partes Relacionadas,14.010,1.464,,
10,2.01.02.02,Fornecedores Estrangeiros,,,,
11,2.01.03,Obrigações Fiscais,124.737,124.301,,
12,2.01.03.01,Obrigações Fiscais Federais,64.664,63.558,,
13,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,
14,2.01.03.02,Obrigações Fiscais Estaduais,56.226,55.973,,
15,2.01.03.03,Obrigações Fiscais Municipais,3.847,4.770,,
16,2.01.04,Empréstimos e Financiamentos,1.091.655,790.340,,
17,2.01.04.01,Empréstimos e Financiamentos,1.090.025,373.422,,
18,2.01.04.01.01,Em Moeda Nacional,956.998,370.313,,
19,2.01.04.01.02,Em Moeda Estrangeira,133.027,3.109,,
20,2.01.04.02,Debêntures,1.630,416.918,,
21,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,
22,2.01.05,Outras Obrigações,525.833,501.805,,
23,2.01.05.01,Passivos com Partes Relacionadas,,,,
24,2.01.05.01.01,Débitos com Coligadas,,,,
25,2.01.05.01.02,Débitos com Controladas,,,,
26,2.01.05.01.03,Débitos com Controladores,,,,
27,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,
28,2.01.05.02,Outros,525.833,501.805,,
29,2.01.05.02.01,Dividendos e JCP a Pagar,,,,
30,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,46.515,46.515,,
31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,
32,2.01.05.02.04,Passivos financeiros setoriais,0,19.042,,
33,2.01.05.02.05,Instrumentos Financeiros derivativos -SWAP,34.291,13.510,,
34,2.01.05.02.06,"Programas de Pesquisa, Desenvolvimento e de Eficiência Energética",,,,
35,2.01.05.02.07,Obrigações com Contribuição de Iluminação Pública,,,,
36,2.01.05.02.08,Energia livre e encargo emergencial,,,,
37,2.01.05.02.09,Outras Obrigações,75.817,83.549,,
38,2.01.05.02.10,Repasse CCRTB,,,,
39,2.01.05.02.11,Taxas regulamentares,369.210,339.189,,
40,2.01.06,Provisões,,,,
41,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,
42,2.01.06.01.01,Provisões Fiscais,,,,
43,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,
44,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,
45,2.01.06.01.04,Provisões Cíveis,,,,
46,2.01.06.02,Outras Provisões,,,,
47,2.01.06.02.01,Provisões para Garantias,,,,
