,Conta,Descrição,31/12/2017,31/12/2016,31/12/2015,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015
0,1,Ativo Total,12.089.970,11.801.817,11.910.687,,,
1,1.01,Ativo Circulante,7.631.873,8.273.637,7.156.668,,,
2,1.01.01,Disponibilidades,2.694,857,1.539,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,988.163,2.750.946,1.719.258,,,
4,1.01.02.01,Aplicações no Mercado Aberto,297.456,635.103,327.078,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,690.707,2.115.843,1.392.180,,,
6,1.01.03,Títulos e Valores Mobiliários,3.849.721,3.765.508,2.943.716,,,
7,1.01.03.01,Carteira Própria,2.073.564,2.016.159,1.223.935,,,
8,1.01.03.02,Vinculados a Compromissos de Recompra,1.651.757,1.603.712,1.703.116,,,
9,1.01.03.03,Vinculados ao Banco Central,,,,,,
10,1.01.03.04,Vinculados a Prestação de Garantias,123.847,145.439,163,,,
11,1.01.03.05,Instrumentos Financeiros Derivativos,553,198,16.502,,,
12,1.01.04,Relações Interfinanceiras,6.169,0,78.640,,,
13,1.01.04.01,Depósitos no Banco Central,,,,,,
14,1.01.04.02,Repasses Interfinanceiros,6.169,0,78.640,,,
15,1.01.05,Relações Interdependências,,,,,,
16,1.01.06,Operações de Crédito,2.053.380,1.282.880,1.873.261,,,
17,1.01.06.01,Carteira - Setor Público,,,,,,
18,1.01.06.02,Carteira - Setor Privado,2.070.479,1.288.855,1.840.368,,,
19,1.01.06.03,Operações de Crédito Vinculadas a Cessão,0,14.002,68.759,,,
20,1.01.06.04,(Provisão para Créditos de Liquidação Duvidosa),-17.099,-19.977,-35.866,,,
21,1.01.07,Operações de Arrendamento Mercantil,,,,,,
22,1.01.07.01,Carteira - Setor Público,,,,,,
23,1.01.07.02,Carteira - Setor Privado,,,,,,
24,1.01.07.03,(Provisão para Créditos de Liquidação Duvidosa),,,,,,
25,1.01.08,Outros Créditos,731.304,472.969,539.543,,,
26,1.01.08.01,Carteira de Câmbio,156.576,137.586,40.986,,,
27,1.01.08.02,Rendas a Receber,2.950,4.547,4.433,,,
28,1.01.08.03,Negociação e Intermediação de Valores,572,204,35,,,
29,1.01.08.04,Diversos,585.073,334.729,497.953,,,
30,1.01.08.05,(Provisão para Outros Créditos de Liquidação Duvidosa),-13.867,-4.097,-3.864,,,
31,1.01.09,Outros Valores e Bens,442,477,711,,,
32,1.01.09.01,Outros Valores e Bens,46,46,46,,,
33,1.01.09.02,(Provisão para Desvalorização),,,,,,
34,1.01.09.03,Despesas Antecipadas,396,431,665,,,
35,1.02,Ativo Realizável a Longo Prazo,3.574.029,2.668.336,3.942.642,,,
36,1.02.01,Aplicações Interfinanceiras de Liquidez,2.658.533,750.973,1.733.671,,,
37,1.02.01.01,Aplicações em Depósitos Interfinanceiros,2.658.533,750.973,1.733.671,,,
38,1.02.02,Títulos e Valores Mobiliários,138.932,517.724,1.146.642,,,
39,1.02.02.01,Carteira Própria,138.501,517.398,590.572,,,
40,1.02.02.02,Vinculados a Compromissos de Recompra,0,0,517.827,,,
41,1.02.02.03,Vinculados a Prestação de Garantias,0,0,37.599,,,
42,1.02.02.04,Instrumentos Financeiros Derivativos,431,326,644,,,
43,1.02.03,Relações Interfinanceiras,,,,,,
44,1.02.04,Relações Interdependências,,,,,,
45,1.02.05,Operações de Crédito,680.409,1.293.226,970.868,,,
46,1.02.05.01,Carteira - Setor Público,,,,,,
47,1.02.05.02,Carteira - Setor Privado,698.906,1.346.787,981.007,,,
48,1.02.05.03,Operações de Crédito Vinculadas a Cessão,0,625,15.892,,,
49,1.02.05.04,(Provisão para Créditos de Liquidação Duvidosa),-18.497,-54.186,-26.031,,,
50,1.02.06,Operações de Arrendamento Mercantil,,,,,,
51,1.02.06.01,Carteira - Setor Privado,,,,,,
52,1.02.06.02,(Provisão para Créditos de Liquidação Duvidosa),,,,,,
53,1.02.07,Outros Créditos,96.149,106.391,91.461,,,
54,1.02.07.01,Diversos,96.149,106.405,95.811,,,
55,1.02.07.02,(Provisão para Outros Créditos de Liquidação Duvidosa),0,-14,-4.350,,,
56,1.02.08,Outros Valores e Bens,6,22,0,,,
57,1.02.08.01,Despesas Antecipadas,6,22,0,,,
58,1.03,Ativo Permanente,884.068,859.844,811.377,,,
59,1.03.01,Investimentos,877.542,854.286,807.510,,,
60,1.03.01.01,Dependências no Exterior,,,,,,
61,1.03.01.02,Participações em Controladas,877.489,854.233,807.457,,,
62,1.03.01.02.01,No País,877.489,854.233,807.457,,,
63,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
64,1.03.01.04,Outros Investimentos,242,242,242,,,
65,1.03.01.05,Provisão para Perdas,-189,-189,-189,,,
66,1.03.02,Imobilizado de Uso,5.217,5.097,3.751,,,
67,1.03.02.01,Imóveis de Uso,2.897,2.897,2.897,,,
68,1.03.02.02,Outras Imobilizações de Uso,9.904,12.447,10.758,,,
69,1.03.02.03,(Depreciação Acumulada),-7.584,-10.247,-9.904,,,
70,1.03.03,Imobilizado de Arrendamento,,,,,,
71,1.03.03.01,Bens Arrendados,,,,,,
72,1.03.03.02,(Depreciação Acumulada),,,,,,
73,1.03.04,Intangível,1.309,461,116,,,
74,1.03.04.01,Ativos Intangíveis,2.461,1.366,828,,,
75,1.03.04.02,(Amortização Acumulada),-1.152,-905,-712,,,
76,1.03.05,Diferido,,,,,,
77,1.03.05.01,Gastos de Organização e Expansão,,,,,,
78,1.03.05.02,(Amortização Acumulada),,,,,,
79,2,Passivo Total,12.089.970,11.801.817,11.910.687,,,
80,2.01,Passivo Circulante,6.125.530,7.556.751,6.832.313,,,
81,2.01.01,Depósitos,1.742.579,1.939.633,1.704.818,,,
82,2.01.01.01,Depósitos à Vista,,,,,,
83,2.01.01.02,Depósitos Interfinanceiros,1.680.301,1.918.504,1.668.099,,,
84,2.01.01.03,Depósitos a Prazo,62.278,21.129,36.719,,,
85,2.01.02,Captações no Mercado Aberto,1.650.561,1.600.817,2.200.996,,,
86,2.01.02.01,Carteira Própria,1.650.561,1.600.817,2.200.996,,,
87,2.01.02.02,Carteira de Terceiros,,,,,,
88,2.01.03,Recursos de Aceites e Emissão de Títulos,1.476.894,3.383.967,2.135.074,,,
89,2.01.03.01,"Recursos de Letras Imobiliárias,Hipotecárias, de Crédito e Similares",1.476.894,3.383.967,2.135.074,,,
90,2.01.03.02,Recursos de Letras de Arrendamento Mercantil,,,,,,
91,2.01.03.03,Recursos de Debêntures,,,,,,
92,2.01.03.04,Obrigações por Tít. e Valores Mobiliários no Exterior,,,,,,
93,2.01.04,Relações Interfinanceiras,,,,,,
94,2.01.05,Relações Interdependências,21.012,16.874,18.356,,,
95,2.01.05.01,Recursos em Trânsito de Terceiros,21.012,16.874,18.356,,,
96,2.01.06,Obrigações por Empréstimos,292.673,71.572,182.256,,,
97,2.01.06.01,Empréstimos no País - Outras Instituições,145.462,0,0,,,
98,2.01.06.02,Empréstimos no Exterior,147.211,71.572,182.256,,,
99,2.01.07,Obrigações por Repasse do País,838.224,423.110,485.591,,,
100,2.01.07.01,BNDES,675.801,206.296,152.124,,,
101,2.01.07.02,FINAME,162.423,216.814,333.467,,,
102,2.01.08,Obrigações por Repasse do Exterior,6.113,0,0,,,
103,2.01.09,Outras Obrigações,97.474,120.778,105.222,,,
104,2.01.09.01,Instrumentos Financeiros Derivativos,53.407,319,63,,,
105,2.01.09.02,Cobrança e Arrecadação de Tributos e Assemelhados,1.369,554,435,,,
106,2.01.09.03,Carteira de Câmbio,434,62.070,50,,,
107,2.01.09.04,Sociais e Estatutárias,14.739,16.365,15.341,,,
108,2.01.09.05,Fiscais e Previdenciárias,5.089,5.495,4.784,,,
109,2.01.09.06,Negociação e Intermediação de Valores,1.158,129,46,,,
110,2.01.09.07,Diversas,21.278,35.846,84.503,,,
111,2.02,Passivo Exigível a Longo Prazo,4.549.123,2.882.167,3.786.605,,,
112,2.02.01,Depósitos,11.211,49.733,51.241,,,
113,2.02.01.01,Depósitos Interfinanceiros,,,,,,
114,2.02.01.02,Depósitos a Prazo,11.211,49.733,51.241,,,
115,2.02.02,Captações no Mercado Aberto,,,,,,
116,2.02.03,Recursos de Aceites e Emissão de Títulos,3.986.937,1.318.204,2.877.080,,,
117,2.02.03.01,"Recursos de Letras Imobiliárias,Hipotecárias, de Crédito e Similares",3.986.937,1.318.204,2.877.080,,,
118,2.02.03.02,Recursos de Letras de Arrendamento Mercantil,,,,,,
119,2.02.03.03,Recursos de Debêntures,,,,,,
120,2.02.04,Relações Interfinanceiras,,,,,,
121,2.02.05,Relações Interdependências,,,,,,
122,2.02.06,Obrigações por Empréstimos,0,139.064,0,,,
123,2.02.06.01,Empréstimos no País,0,139.064,0,,,
124,2.02.07,Obrigações por Repasse do País,526.036,1.299.648,813.178,,,
125,2.02.07.01,BNDES,139.719,763.662,265.943,,,
126,2.02.07.02,FINAME,386.317,535.986,547.235,,,
127,2.02.08,Obrigações por Repasse do Exterior,,,,,,
128,2.02.09,Outras Obrigações,24.939,75.518,45.106,,,
129,2.02.09.01,Instrumentos Financeiros Derivativos,3,40.953,48,,,
130,2.02.09.02,Carteira de Câmbio,,,,,,
131,2.02.09.03,Fiscais e Previdenciárias,705,19.915,22.214,,,
132,2.02.09.04,Diversas,24.231,14.650,22.844,,,
133,2.03,Resultados de Exercícios Futuros,9.849,7.203,3.442,,,
134,2.03.01,Resultados de Exercícios Futuros,9.849,7.203,3.442,,,
135,2.05,Patrimônio Líquido,1.405.468,1.355.696,1.288.327,,,
136,2.05.01,Capital Social Realizado,653.000,622.700,593.650,,,
137,2.05.01.01,De Domiciliados no País,604.177,575.596,548.451,,,
138,2.05.01.02,De Domiciliados no Exterior,48.823,47.104,45.199,,,
139,2.05.02,Reservas de Capital,13.549,14.167,14.167,,,
140,2.05.02.01,Reserva de Capital,14.167,14.167,14.167,,,
141,2.05.02.02,Ações em Tesouraria,-618,0,0,,,
142,2.05.03,Reservas de Reavaliação,,,,,,
143,2.05.03.01,Ativos Próprios,,,,,,
144,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
145,2.05.04,Reservas de Lucro,738.658,717.703,686.192,,,
146,2.05.04.01,Legal,90.115,86.437,82.235,,,
147,2.05.04.02,Estatutária,614.099,596.822,569.513,,,
148,2.05.04.03,Para Contingências,,,,,,
149,2.05.04.04,De Lucros a Realizar,34.444,34.444,34.444,,,
150,2.05.04.05,Retenção de Lucros,,,,,,
151,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
152,2.05.04.07,Outras Reservas de Lucro,,,,,,
153,2.05.04.07.01,Ações em Tesouraria,,,,,,
154,2.05.05,Ajustes de Avaliação Patrimonial,261,1.126,-5.682,,,
155,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,261,1.126,-5.682,,,
156,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
157,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
158,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
159,3.01,Receitas da Intermediação Financeira,,,,982.056,1.314.111,1.482.660
160,3.01.01,Operações de Crédito,,,,275.73400000000004,330.064,387.149
161,3.01.02,Resultado com Títulos e Valores Mobiliários,,,,717.643,1.008.504,1.060.951
162,3.01.03,Resultado com Instrumentos Financeiros Derivativos,,,,-27.480999999999998,-37.190,14.741
