,Conta,Descrição,31/12/2010,31/12/2009,31/12/2008,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009,01/01/2008 a 31/12/2008
0,1,Ativo Total,472.98900000000003,229.136,214.857,,,
1,1.01,Ativo Circulante,426.26,149.042,133.475,,,
2,1.01.01,Caixa e Equivalentes de Caixa,281.19,83.57700000000001,80.383,,,
3,1.01.01.01,Disponivel,775.0,511.0,234.0,,,
4,1.01.01.02,Aplicações financeiras renda fixa,280.415,83.066,80.149,,,
5,1.01.02,Aplicações Financeiras,38.418,47.178000000000004,28.663,,,
6,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,38.418,47.178000000000004,28.663,,,
7,1.01.02.01.01,Títulos para Negociação,38.418,47.178000000000004,28.663,,,
8,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
9,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
10,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
11,1.01.03,Contas a Receber,8.357000000000001,6.292999999999999,8.089,,,
12,1.01.03.01,Clientes,8.116,6.292999999999999,7.553,,,
13,1.01.03.02,Outras Contas a Receber,241.0,0.0,536.0,,,
14,1.01.04,Estoques,4.906000000000001,3.6830000000000003,8.455,,,
15,1.01.05,Ativos Biológicos,,,,,,
16,1.01.06,Tributos a Recuperar,93.32,7.821000000000001,7.8389999999999995,,,
17,1.01.06.01,Tributos Correntes a Recuperar,93.32,7.821000000000001,7.8389999999999995,,,
18,1.01.07,Despesas Antecipadas,69.0,490.0,46.0,,,
19,1.01.08,Outros Ativos Circulantes,,,,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,,,,,,
23,1.02,Ativo Não Circulante,46.729,80.094,81.382,,,
24,1.02.01,Ativo Realizável a Longo Prazo,4.828,24.232,24.337,,,
25,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,62.0,62.0,551.0,,,
26,1.02.01.01.01,Títulos para Negociação,,,,,,
27,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
29,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
30,1.02.01.03,Contas a Receber,,,,,,
31,1.02.01.03.01,Clientes,,,,,,
32,1.02.01.03.02,Outras Contas a Receber,,,,,,
33,1.02.01.04,Estoques,,,,,,
34,1.02.01.05,Ativos Biológicos,,,,,,
35,1.02.01.06,Tributos Diferidos,2.952,2.272,2.445,,,
36,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,2.952,2.272,2.445,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
39,1.02.01.08.01,Créditos com Coligadas,,,,,,
40,1.02.01.08.02,Créditos com Controladas,,,,,,
41,1.02.01.08.03,Créditos com Controladores,,,,,,
42,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
43,1.02.01.09,Outros Ativos Não Circulantes,1.814,21.898000000000003,21.340999999999998,,,
44,1.02.01.09.01,Ativos Não-Correntes a Venda,0.0,18.305,18.305,,,
45,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
