,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,6.337.473,5.269.067,5.032.293,,,
1,1.01,Ativo Circulante,3.811.743,2.957.887,2.911.934,,,
2,1.01.01,Disponibilidades,138.761,169.858,158.076,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,1.341.883,730.100,525.778,,,
4,1.01.02.01,Aplicações no mercado Aberto,970.729,543.911,380.755,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,371.154,186.189,145.023,,,
6,1.01.02.03,Aplicações em Moeda Estrangeira,,,,,,
7,1.01.03,Títulos e Valores Mobiliários,568.550,477.905,545.657,,,
8,1.01.03.01,Carteira Própria,161.457,340.110,325.433,,,
9,1.01.03.02,Vinculados a Compra e Recompra,400.349,131.874,216.957,,,
10,1.01.03.03,Vinculados ao Banco Central,,,,,,
11,1.01.03.04,Instrumentos Financeiros Derivativos,,,,,,
12,1.01.03.05,Vinculados a Prestação de Garantias,6.744,5.921,3.267,,,
13,1.01.04,Relações Interfinanceiras,80.005,77.328,268.990,,,
14,1.01.04.01,Pagamentos e Recebimentos a Liquidar,0,3,11,,,
15,1.01.04.02,Depósitos no Banco Central,79.147,76.467,268.066,,,
16,1.01.04.03,SFH - Sistema Financeiro de Habitação,,,,,,
17,1.01.04.04,Correspondentes,858,858,913,,,
18,1.01.05,Relações Interdependências,,,,,,
19,1.01.06,Operações de Crédito,1.441.190,1.326.013,1.235.369,,,
20,1.01.06.01,Setor Público,,,,,,
21,1.01.06.02,Setor Privado,1.503.074,1.393.614,1.312.026,,,
22,1.01.06.03,(Provisão para Crédito de Liquidação Duvidosa),-61.884,-67.601,-76.657,,,
23,1.01.07,Operações de Arrendamento Mercantil,,,,,,
24,1.01.08,Outros Créditos,236.504,172.102,174.524,,,
25,1.01.08.01,Carteira de Câmbio,994,73,813,,,
26,1.01.08.02,Rendas a Receber,1.027,1.211,1.144,,,
27,1.01.08.03,Negociações e Intermediações de Valores,,,,,,
28,1.01.08.04,Diversos,237.698,176.802,178.052,,,
29,1.01.08.05,(Provisão p/ Outros Créditos de Liquidação Duvidosa),-3.215,-5.984,-5.485,,,
30,1.01.09,Outros Valores e Bens,4.850,4.581,3.540,,,
31,1.01.09.01,Outros Valores e Bens,3.383,3.443,4.670,,,
32,1.01.09.02,(Provisão para Desvalorização),-1.521,-1.441,-3.126,,,
33,1.01.09.03,Despesas Antecipadas,2.988,2.579,1.996,,,
