,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
0,1,Ativo Total,1.316.467,1.561.104,1.248.136,,,
1,1.01,Ativo Circulante,659.553,170.549,124.319,,,
2,1.01.01,Caixa e Equivalentes de Caixa,6.743,25.519,1.463,,,
3,1.01.02,Aplicações Financeiras,0,4.179,546,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,0,4.179,546,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.01.03,Caixa Restrito,0,4.179,546,,,
8,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
10,1.01.03,Contas a Receber,636.233,127.848,49.516,,,
11,1.01.03.01,Clientes,,,,,,
12,1.01.03.02,Outras Contas a Receber,636.233,127.848,49.516,,,
13,1.01.03.02.01,Saldo a receber de partes relacionadas,636.233,127.848,49.516,,,
14,1.01.04,Estoques,,,,,,
15,1.01.05,Ativos Biológicos,,,,,,
16,1.01.06,Tributos a Recuperar,11.703,12.611,6.739,,,
17,1.01.06.01,Tributos Correntes a Recuperar,11.703,12.611,6.739,,,
18,1.01.07,Despesas Antecipadas,246,392,505,,,
19,1.01.08,Outros Ativos Circulantes,4.628,0,65.550,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,4.628,0,65.550,,,
23,1.01.08.03.01,Dividendos a Receber,0,0,65.550,,,
24,1.01.08.03.03,Demais Ativos,4.628,0,0,,,
25,1.02,Ativo Não Circulante,656.914,1.390.555,1.123.817,,,
26,1.02.01,Ativo Realizável a Longo Prazo,514.369,981.193,731.225,,,
27,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,0,0,3.271,,,
28,1.02.01.01.01,Títulos para Negociação,,,,,,
29,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
30,1.02.01.01.03,Caixa Restrito,0,0,3.271,,,
31,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
32,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
33,1.02.01.03,Contas a Receber,,,,,,
34,1.02.01.03.01,Clientes,,,,,,
35,1.02.01.03.02,Outras Contas a Receber,,,,,,
36,1.02.01.04,Estoques,,,,,,
37,1.02.01.05,Ativos Biológicos,,,,,,
38,1.02.01.06,Tributos Diferidos,0,2.579,3,,,
39,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,0,2.579,3,,,
40,1.02.01.07,Despesas Antecipadas,,,,,,
41,1.02.01.08,Créditos com Partes Relacionadas,513.884,977.755,727.232,,,
42,1.02.01.08.01,Créditos com Coligadas,,,,,,
43,1.02.01.08.02,Créditos com Controladas,513.884,977.755,727.232,,,
44,1.02.01.08.03,Créditos com Controladores,,,,,,
45,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
46,1.02.01.09,Outros Ativos Não Circulantes,485,859,719,,,
47,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
48,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
49,1.02.01.09.03,Tributos a Recuperar,0,0,5,,,
50,1.02.01.09.04,Depósitos judiciais,485,859,714,,,
51,1.02.01.09.05,Demais Ativos,,,,,,
52,1.02.01.09.20,Outros Ativos,,,,,,
53,1.02.02,Investimentos,142.545,409.362,392.592,,,
54,1.02.02.01,Participações Societárias,142.545,409.362,392.592,,,
55,1.02.02.01.01,Participações em Coligadas,,,,,,
56,1.02.02.01.02,Participações em Controladas,142.545,409.362,392.592,,,
57,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
58,1.02.02.01.04,Outras Participações Societárias,,,,,,
59,1.02.02.02,Propriedades para Investimento,,,,,,
60,1.02.03,Imobilizado,,,,,,
61,1.02.03.01,Imobilizado em Operação,,,,,,
62,1.02.03.02,Imobilizado Arrendado,,,,,,
63,1.02.03.03,Imobilizado em Andamento,,,,,,
64,1.02.04,Intangível,,,,,,
65,1.02.04.01,Intangíveis,,,,,,
66,1.02.04.01.01,Contrato de Concessão,,,,,,
67,1.02.04.01.02,Agio Sobre Investimentos,,,,,,
68,1.02.05,Diferido,,,,,,
0,2,Passivo Total,1.316.467,1.561.104,1.248.136,,,
1,2.01,Passivo Circulante,743.002,331.908,129.739,,,
2,2.01.01,Obrigações Sociais e Trabalhistas,287,377,187,,,
3,2.01.01.01,Obrigações Sociais,287,274,175,,,
4,2.01.01.02,Obrigações Trabalhistas,0,103,12,,,
5,2.01.02,Fornecedores,1.661,220,120,,,
6,2.01.02.01,Fornecedores Nacionais,1.661,220,120,,,
7,2.01.02.02,Fornecedores Estrangeiros,,,,,,
8,2.01.03,Obrigações Fiscais,931,1.367,710,,,
9,2.01.03.01,Obrigações Fiscais Federais,931,1.364,707,,,
10,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,0,0,637,,,
11,2.01.03.01.02,Impostos de Renda Retido na Fonte,160,1.320,10,,,
12,2.01.03.01.03,Pis e Cofins a recolher,763,5,0,,,
13,2.01.03.01.20,Outros Tributos a Recolher,8,39,60,,,
14,2.01.03.02,Obrigações Fiscais Estaduais,,,,,,
15,2.01.03.03,Obrigações Fiscais Municipais,0,3,3,,,
16,2.01.04,Empréstimos e Financiamentos,696.756,232.339,71.397,,,
17,2.01.04.01,Empréstimos e Financiamentos,,,,,,
