,Conta,Descrição,31/12/2017,31/12/2016,31/12/2015,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015
0,1,Ativo Total,9.488.588,10.000.782,11.824.869,,,
1,1.01,Ativo Circulante,5.283.070,5.819.598,7.146.064,,,
2,1.01.01,Disponibilidades,437.854,410.141,426.941,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,1.418.530,1.792.535,2.319.235,,,
4,1.01.02.01,Aplicações no Mercado Aberto,976.127,1.512.248,1.902.597,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,442.403,280.287,416.638,,,
6,1.01.03,Títulos e Valores Mobiliários,138.195,35.471,18.640,,,
7,1.01.03.01,Carteira Própria,66.349,25.785,2.082,,,
8,1.01.03.02,Instrumentos Financeiros Derivativos,4.170,5.042,16.558,,,
9,1.01.03.03,Vinculados ao Banco Central,33.889,0,0,,,
10,1.01.03.04,Vinculados à Prestação de Garantias,33.787,4.644,0,,,
11,1.01.04,Relações Interfinanceiras,93.329,119.122,194.913,,,
12,1.01.04.01,Pagamentos e Recebimentos a Liquidar,163,39,50,,,
13,1.01.04.02,Créditos Vinculados - Depósitos no Banco Central,93.148,119.065,194.845,,,
14,1.01.04.03,Correspondentes,18,18,18,,,
15,1.01.05,Relações Interdependências,9.186,4.429,5.480,,,
16,1.01.05.01,Transferências Internas de Recursos,9.186,4.429,5.480,,,
17,1.01.06,Operações de Crédito,2.394.296,2.657.466,3.288.367,,,
18,1.01.06.01,Setor Privado,2.687.775,2.926.398,3.387.293,,,
19,1.01.06.02,Operações de Crédito Vinculadas a Cessão,59.156,162.987,335.013,,,
20,1.01.06.03,(Provisão para Operações de Crédito de Liquidação Duvidosa),-352.635,-431.919,-433.939,,,
21,1.01.07,Operações de Arrendamento Mercantil,,,,,,
22,1.01.08,Outros Créditos,493.391,580.242,726.941,,,
23,1.01.08.01,Câmbio Comprado a Liquidar,87.389,64.161,77.484,,,
24,1.01.08.02,Direitos sobre Vendas de Câmbio,4,0,4,,,
25,1.01.08.03,(Adiantamentos em Moeda Nacional Recebidos),-4,0,-4,,,
26,1.01.08.04,Rendas a Receber de Adiantamentos Concedidos,1.304,17.336,14.147,,,
27,1.01.08.05,Créditos por Avais e Fianças Honrados,0,0,940,,,
28,1.01.08.06,Rendas a Receber,11.664,8.057,5.257,,,
29,1.01.08.07,Negociação e Intermediação de Valores,0,0,8,,,
30,1.01.08.08,Créditos Tributários,253.431,328.186,363.960,,,
31,1.01.08.09,Devedores por Compras de Valores e Bens,18.137,8.961,10.426,,,
32,1.01.08.10,Impostos a Compensar,14.697,8.675,4.006,,,
33,1.01.08.11,Pagamentos a Ressarcir,2.343,730,612,,,
34,1.01.08.12,Títulos e Créditos a Receber,88.551,99.879,242.333,,,
35,1.01.08.13,Valores a Receber de Sociedades Ligadas,654,609,894,,,
36,1.01.08.14,Adiantamentos e Antecipações Salariais,1.437,1.582,1.898,,,
37,1.01.08.15,Devedores Diversos,57.913,48.531,9.548,,,
38,1.01.08.16,Outros,2.669,561,1.209,,,
39,1.01.08.17,(Provisão para Outros Créditos de Liquidação Duvidosa),-46.798,-7.026,-5.781,,,
40,1.01.09,Outros Valores e Bens,298.289,220.192,165.547,,,
41,1.01.09.01,Outros Valores e Bens,306.325,210.286,131.164,,,
42,1.01.09.02,(Provisões para Desvalorizações),-22.216,-7.099,-1.302,,,
43,1.01.09.03,Despesas Antecipadas,14.180,17.005,35.685,,,
44,1.02,Ativo Realizável a Longo Prazo,3.681.510,3.611.379,4.175.621,,,
45,1.02.01,Aplicações Interfinanceiras de Liquidez,29.282,47.369,140.585,,,
46,1.02.01.01,Aplicações em Depósitos Interfinanceiros,29.282,47.369,140.585,,,
47,1.02.02,Títulos e Valores Mobiliários,999.778,824.296,728.783,,,
48,1.02.02.01,Carteira Própria,758.395,401.573,465.194,,,
49,1.02.02.02,Instrumentos Financeiros Derivativos,9.278,22.679,123.380,,,
50,1.02.02.03,Vinculados ao Banco Central,27.398,0,0,,,
51,1.02.02.04,Vinculados à Prestação de Garantias,204.707,400.044,140.209,,,
52,1.02.03,Relações Interfinanceiras,,,,,,
53,1.02.04,Relações Interdependências,,,,,,
54,1.02.05,Operações de Crédito,2.061.592,2.241.038,2.847.924,,,
55,1.02.05.01,Setor Privado,2.289.996,2.402.568,2.831.135,,,
56,1.02.05.02,Operações de Crédito Vinculadas a Cessão,47.281,142.662,319.257,,,
57,1.02.05.03,(Provisão para Operações de Crédito de Liquidação Duvidosa),-275.685,-304.192,-302.468,,,
58,1.02.06,Operações de Arrendamento Mercantil,,,,,,
59,1.02.07,Outros Créditos,571.643,482.057,421.529,,,
60,1.02.07.01,Rendas a Receber,7.000,7.000,7.000,,,
61,1.02.07.02,Créditos Tributários,289.918,232.649,194.881,,,
62,1.02.07.03,Devedores por Compras de Valores e Bens,2.162,3.731,6.492,,,
63,1.02.07.04,Devedores por Depósitos em Garantia,200.620,174.095,143.859,,,
64,1.02.07.05,Impostos a Compensar,9.841,9.961,9.524,,,
65,1.02.07.06,Pagamentos a Ressarcir,538,0,0,,,
66,1.02.07.07,Títulos e Créditos a Receber,70.520,64.120,63.379,,,
67,1.02.07.08,(Provisão para Outros Créditos de Liquidação Duvidosa),-8.956,-9.499,-3.606,,,
68,1.02.08,Outros Valores e Bens,19.215,16.619,36.800,,,
69,1.02.08.01,Despesas Antecipadas,19.215,16.619,36.800,,,
70,1.03,Ativo Permanente,524.008,569.805,503.184,,,
71,1.03.01,Investimentos,355.498,416.727,382.026,,,
72,1.03.01.01,Dependências no Exterior,,,,,,
73,1.03.01.02,Participações em Controladas,402.359,463.589,428.890,,,
74,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
75,1.03.01.04,Outros Investimentos,1.173,1.172,1.170,,,
76,1.03.01.05,Provisão para Perdas,-48.034,-48.034,-48.034,,,
