,Conta,Descrição,31/12/2012,31/12/2011,31/12/2010,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
0,1,Ativo Total,657.177,708.418,835.7360000000001,,,
1,1.01,Ativo Circulante,261.975,326.499,385.45599999999996,,,
2,1.01.01,Caixa e Equivalentes de Caixa,23.787,1.9580000000000002,348.0,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,91.986,161.29,218.387,,,
10,1.01.03.01,Clientes,,,,,,
11,1.01.03.01.01,Clientes Vários,,,,,,
12,1.01.03.01.02,Efeitos a Faturar Ajustes IFRS,,,,,,
13,1.01.03.01.03,Efeitos a Faturar Ajustes IFRS (Adiantamento Clientes),,,,,,
14,1.01.03.02,Outras Contas a Receber,,,,,,
15,1.01.04,Estoques,89.935,92.065,98.921,,,
16,1.01.04.01,Estoques Materiais,,,,,,
17,1.01.04.02,Cpv Contratos Construção Ajustes IFRS,,,,,,
18,1.01.05,Ativos Biológicos,,,,,,
19,1.01.06,Tributos a Recuperar,,,,,,
20,1.01.06.01,Tributos Correntes a Recuperar,,,,,,
21,1.01.07,Despesas Antecipadas,1.213,1.001,1.953,,,
22,1.01.08,Outros Ativos Circulantes,55.053999999999995,70.185,65.847,,,
23,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
24,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
25,1.01.08.03,Outros,55.053999999999995,70.185,65.847,,,
26,1.01.08.03.01,Dividendos e Juros s/capital proprio a receber,,,,,,
27,1.01.08.03.02,Impostos a Recuperar,11.379000000000001,31.436999999999998,41.236000000000004,,,
28,1.01.08.03.03,Partes Relacionadas,33.23,31.576999999999998,8.222000000000001,,,
29,1.01.08.03.04,Outros Créditos,10.445,7.171,16.389,,,
30,1.01.08.03.05,Adiantamento a Fornecedores Nacionais,,,,,,
31,1.01.08.03.06,Adiantamento a Fornecedores Estrangeiros,,,,,,
32,1.01.08.03.07,Reclassificação de Dividendos,,,,,,
33,1.02,Ativo Não Circulante,395.202,381.91900000000004,450.28,,,
34,1.02.01,Ativo Realizável a Longo Prazo,33.634,29.322,59.937,,,
35,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
36,1.02.01.01.01,Títulos para Negociação,,,,,,
37,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
38,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
39,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
40,1.02.01.03,Contas a Receber,,,,,,
41,1.02.01.03.01,Clientes,,,,,,
42,1.02.01.03.02,Outras Contas a Receber,,,,,,
43,1.02.01.04,Estoques,,,,,,
44,1.02.01.05,Ativos Biológicos,,,,,,
45,1.02.01.06,Tributos Diferidos,,,,,,
46,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
47,1.02.01.06.02,Creditos Fiscais Diferidos,,,,,,
48,1.02.01.06.03,Diferido,,,,,,
49,1.02.01.07,Despesas Antecipadas,,,,,,
50,1.02.01.08,Créditos com Partes Relacionadas,24.239,5.941,4.857,,,
51,1.02.01.08.01,Créditos com Coligadas,,,,,,
52,1.02.01.08.02,Créditos com Controladas,24.239,5.941,4.857,,,
53,1.02.01.08.03,Créditos com Controladores,,,,,,
54,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
55,1.02.01.09,Outros Ativos Não Circulantes,9.395,23.381,55.08,,,
56,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
57,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
