,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,4.206.552,3.772.084,3.727.939,,,
1,1.01,Ativo Circulante,3.114.199,2.762.550,2.672.276,,,
2,1.01.01,Disponibilidades,76.580,79.844,104.397,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,861.235,584.797,570.054,,,
4,1.01.02.01,Aplicação no Mercado Aberto,589.989,360.183,369.994,,,
5,1.01.02.02,Aplicação em Depósitos Interfinanceiros,271.246,224.614,200.060,,,
6,1.01.03,Títulos e Valores Mobiliários,665.628,612.395,701.935,,,
7,1.01.03.01,Carteira Própria,578.769,552.952,661.070,,,
8,1.01.03.02,Vinculados à Prestação de Garantias,203,200,176,,,
9,1.01.03.03,Vinculados a Compromissos de Recompra,53.090,37.482,16.278,,,
10,1.01.03.04,Vinculados ao Banco Central,33.566,21.761,24.411,,,
11,1.01.04,Relações Interfinanceiras,161.621,210.241,364.808,,,
12,1.01.04.01,Pagamento e Recebimento a Liquidar,335,335,553,,,
13,1.01.04.02,Créditos Vinculados,161.286,207.551,361.244,,,
14,1.01.04.03,Correspondentes no País,0,2.355,3.011,,,
15,1.01.05,Relações Interdependências,,,,,,
16,1.01.06,Operações de Crédito,1.148.427,1.243.871,912.490,,,
17,1.01.06.01,Operações de Crédito,1.207.860,1.278.116,934.406,,,
18,1.01.06.02,Provisão para Oper.de Crédito de Liquidação Duvidosa,-59.433,-34.245,-21.916,,,
19,1.01.07,Operações de Arrendamento Mercantil,,,,,,
20,1.01.08,Outros Créditos,198.937,29.255,16.069,,,
21,1.01.08.01,Rendas a Receber,1.965,2.555,1.809,,,
22,1.01.08.02,Diversos,197.822,26.700,14.260,,,
23,1.01.08.03,Provisão para Outros Créditos de Liquidação Duvidosa,-850,0,0,,,
24,1.01.09,Outros Valores e Bens,1.771,2.147,2.523,,,
