,Conta,Descrição,31/12/2012,31/12/2011,31/12/2010,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
0,1,Ativo Total,8.802,13.232999999999999,3.4160000000000004,,,
1,1.01,Ativo Circulante,1.307,1.895,2.234,,,
2,1.01.01,Caixa e Equivalentes de Caixa,540.0,1.178,98.0,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,0.0,0.0,1.8940000000000001,,,
10,1.01.03.01,Clientes,0.0,0.0,1.8940000000000001,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,,,,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,207.0,155.0,129.0,,,
15,1.01.06.01,Tributos Correntes a Recuperar,207.0,155.0,0.0,,,
16,1.01.07,Despesas Antecipadas,500.0,500.0,0.0,,,
17,1.01.08,Outros Ativos Circulantes,60.0,62.0,113.0,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,,,,,,
21,1.02,Ativo Não Circulante,7.495,11.338,1.182,,,
22,1.02.01,Ativo Realizável a Longo Prazo,331.0,1.726,77.0,,,
23,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
24,1.02.01.01.01,Títulos para Negociação,,,,,,
25,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
26,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
27,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
28,1.02.01.03,Contas a Receber,,,,,,
29,1.02.01.03.01,Clientes,,,,,,
30,1.02.01.03.02,Outras Contas a Receber,,,,,,
31,1.02.01.04,Estoques,,,,,,
32,1.02.01.05,Ativos Biológicos,,,,,,
33,1.02.01.06,Tributos Diferidos,,,,,,
34,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
35,1.02.01.07,Despesas Antecipadas,,,,,,
36,1.02.01.08,Créditos com Partes Relacionadas,331.0,1.653,4.0,,,
37,1.02.01.08.01,Créditos com Coligadas,,,,,,
38,1.02.01.08.02,Créditos com Controladas,331.0,1.653,0.0,,,
39,1.02.01.08.03,Créditos com Controladores,,,,,,
40,1.02.01.08.04,Créditos com Outras Partes Relacionadas,0.0,0.0,4.0,,,
41,1.02.01.09,Outros Ativos Não Circulantes,0.0,73.0,73.0,,,
42,1.02.01.09.01,Ativos Não-Correntes a Venda,0.0,73.0,73.0,,,
43,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
44,1.02.02,Investimentos,5.49,8.72,0.0,,,
45,1.02.02.01,Participações Societárias,5.49,8.72,0.0,,,
46,1.02.02.01.01,Participações em Coligadas,,,,,,
47,1.02.02.01.02,Participações em Controladas,5.49,8.72,0.0,,,
48,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
49,1.02.02.01.04,Outras Participações Societárias,,,,,,
50,1.02.02.02,Propriedades para Investimento,,,,,,
51,1.02.03,Imobilizado,1.514,732.0,945.0,,,
52,1.02.03.01,Imobilizado em Operação,1.514,732.0,945.0,,,
53,1.02.03.02,Imobilizado Arrendado,,,,,,
54,1.02.03.03,Imobilizado em Andamento,,,,,,
55,1.02.04,Intangível,160.0,160.0,160.0,,,
56,1.02.04.01,Intangíveis,160.0,160.0,160.0,,,
57,1.02.04.01.01,Contrato de Concessão,,,,,,
58,1.02.04.01.02,Software,160.0,160.0,160.0,,,
59,1.02.05,Diferido,,,,,,
60,2,Passivo Total,8.802,13.232999999999999,3.4160000000000004,,,
61,2.01,Passivo Circulante,15.262,7.712999999999999,2.155,,,
62,2.01.01,Obrigações Sociais e Trabalhistas,943.0,861.0,1.288,,,
63,2.01.01.01,Obrigações Sociais,807.0,767.0,1.026,,,
64,2.01.01.02,Obrigações Trabalhistas,136.0,94.0,262.0,,,
65,2.01.02,Fornecedores,1.1640000000000001,429.0,263.0,,,
66,2.01.02.01,Fornecedores Nacionais,1.1640000000000001,429.0,263.0,,,
67,2.01.02.02,Fornecedores Estrangeiros,,,,,,
68,2.01.03,Obrigações Fiscais,189.0,541.0,604.0,,,
69,2.01.03.01,Obrigações Fiscais Federais,189.0,541.0,604.0,,,
70,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,,,
71,2.01.03.02,Obrigações Fiscais Estaduais,,,,,,
72,2.01.03.03,Obrigações Fiscais Municipais,,,,,,
73,2.01.04,Empréstimos e Financiamentos,12.966,5.882000000000001,0.0,,,
74,2.01.04.01,Empréstimos e Financiamentos,12.966,5.882000000000001,0.0,,,
75,2.01.04.01.01,Em Moeda Nacional,12.966,5.882000000000001,0.0,,,
76,2.01.04.01.02,Em Moeda Estrangeira,,,,,,
77,2.01.04.02,Debêntures,,,,,,
78,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,,,
79,2.01.05,Outras Obrigações,,,,,,
80,2.01.05.01,Passivos com Partes Relacionadas,,,,,,
81,2.01.05.01.01,Débitos com Coligadas,,,,,,
82,2.01.05.01.02,Débitos com Controladas,,,,,,
83,2.01.05.01.03,Débitos com Controladores,,,,,,
84,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,,,
85,2.01.05.02,Outros,,,,,,
86,2.01.05.02.01,Dividendos e JCP a Pagar,,,,,,
87,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,,,
88,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,,,
89,2.01.06,Provisões,,,,,,
90,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
91,2.01.06.01.01,Provisões Fiscais,,,,,,
92,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
93,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,,,
94,2.01.06.01.04,Provisões Cíveis,,,,,,
95,2.01.06.02,Outras Provisões,,,,,,
96,2.01.06.02.01,Provisões para Garantias,,,,,,
97,2.01.06.02.02,Provisões para Reestruturação,,,,,,
98,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
99,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
100,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
101,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
102,2.02,Passivo Não Circulante,15.535,14.277999999999999,5.322,,,
103,2.02.01,Empréstimos e Financiamentos,,,,,,
104,2.02.01.01,Empréstimos e Financiamentos,,,,,,
105,2.02.01.01.01,Em Moeda Nacional,,,,,,
106,2.02.01.01.02,Em Moeda Estrangeira,,,,,,
107,2.02.01.02,Debêntures,,,,,,
108,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,,,
109,2.02.02,Outras Obrigações,15.31,14.052999999999999,5.109,,,
110,2.02.02.01,Passivos com Partes Relacionadas,15.31,14.052999999999999,2.7939999999999996,,,
111,2.02.02.01.01,Débitos com Coligadas,,,,,,
112,2.02.02.01.02,Débitos com Controladas,,,,,,
113,2.02.02.01.03,Débitos com Controladores,,,,,,
114,2.02.02.01.04,Débitos com Outras Partes Relacionadas,15.31,14.052999999999999,2.7939999999999996,,,
115,2.02.02.02,Outros,0.0,0.0,2.315,,,
116,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,,,
117,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,,,
118,2.02.02.02.03,Passivo a Descoberto de Controlada,0.0,0.0,2.315,,,
119,2.02.03,Tributos Diferidos,,,,,,
120,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
121,2.02.04,Provisões,225.0,225.0,213.0,,,
122,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
123,2.02.04.01.01,Provisões Fiscais,,,,,,
124,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
125,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,,,
126,2.02.04.01.04,Provisões Cíveis,,,,,,
127,2.02.04.02,Outras Provisões,225.0,225.0,213.0,,,
128,2.02.04.02.01,Provisões para Garantias,,,,,,
129,2.02.04.02.02,Provisões para Reestruturação,,,,,,
130,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
131,2.02.04.02.04,Outras,225.0,225.0,213.0,,,
132,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
133,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
134,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
135,2.02.06,Lucros e Receitas a Apropriar,,,,,,
136,2.02.06.01,Lucros a Apropriar,,,,,,
137,2.02.06.02,Receitas a Apropriar,,,,,,
138,2.02.06.03,Subvenções de Investimento a Apropriar,,,,,,
139,2.03,Patrimônio Líquido,-21.995,-8.758,-4.061,,,
140,2.03.01,Capital Social Realizado,13.05,13.05,13.05,,,
141,2.03.02,Reservas de Capital,17.972,17.972,17.972,,,
142,2.03.02.01,Ágio na Emissão de Ações,17.76,17.76,17.76,,,
143,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,,,
144,2.03.02.03,Alienação de Bônus de Subscrição,,,,,,
145,2.03.02.04,Opções Outorgadas,,,,,,
146,2.03.02.05,Ações em Tesouraria,,,,,,
147,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,,,
148,2.03.02.07,Doações,212.0,212.0,212.0,,,
149,2.03.03,Reservas de Reavaliação,,,,,,
150,2.03.04,Reservas de Lucros,,,,,,
151,2.03.04.01,Reserva Legal,,,,,,
152,2.03.04.02,Reserva Estatutária,,,,,,
153,2.03.04.03,Reserva para Contingências,,,,,,
154,2.03.04.04,Reserva de Lucros a Realizar,,,,,,
155,2.03.04.05,Reserva de Retenção de Lucros,,,,,,
156,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,,,
157,2.03.04.07,Reserva de Incentivos Fiscais,,,,,,
158,2.03.04.08,Dividendo Adicional Proposto,,,,,,
159,2.03.04.09,Ações em Tesouraria,,,,,,
160,2.03.05,Lucros/Prejuízos Acumulados,-55.076,-40.936,-36.260999999999996,,,
161,2.03.06,Ajustes de Avaliação Patrimonial,,,,,,
162,2.03.07,Ajustes Acumulados de Conversão,2.059,1.156,1.178,,,
163,2.03.08,Outros Resultados Abrangentes,,,,,,
164,3.01,Receita de Venda de Bens e/ou Serviços,,,,0.0,173.0,877.0
165,3.02,Custo dos Bens e/ou Serviços Vendidos,,,,0.0,-66.0,-436.0
166,3.03,Resultado Bruto,,,,0.0,107.0,441.0
167,3.04,Despesas/Receitas Operacionais,,,,-11.775,-3.932,-4.766
168,3.04.01,Despesas com Vendas,,,,,,
169,3.04.02,Despesas Gerais e Administrativas,,,,-7.416,-3.8789999999999996,-4.573
170,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,3.24,0.0,0.0
171,3.04.03.01,Realização do lucro no ativo,,,,3.24,0.0,0.0
172,3.04.04,Outras Receitas Operacionais,,,,,,
173,3.04.05,Outras Despesas Operacionais,,,,-226.0,-81.0,-20.0
174,3.04.06,Resultado de Equivalência Patrimonial,,,,-7.372999999999999,28.0,-173.0
175,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,,-11.775,-3.825,-4.325
176,3.06,Resultado Financeiro,,,,-2.365,-850.0,52.0
177,3.06.01,Receitas Financeiras,,,,732.0,587.0,223.0
178,3.06.02,Despesas Financeiras,,,,-3.097,-1.4369999999999998,-171.0
179,3.07,Resultado Antes dos Tributos sobre o Lucro,,,,-14.14,-4.675,-4.273
180,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,,,,
181,3.08.01,Corrente,,,,,,
182,3.08.02,Diferido,,,,,,
183,3.09,Resultado Líquido das Operações Continuadas,,,,-14.14,-4.675,-4.273
184,3.10,Resultado Líquido de Operações Descontinuadas,,,,,,
185,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,,,
186,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,,,
187,3.11,Lucro/Prejuízo do Período,,,,-14.14,-4.675,-4.273
188,3.99,Lucro por Ação - (Reais / Ação),,,,,,
189,3.99.01,Lucro Básico por Ação,,,,,,
190,3.99.02,Lucro Diluído por Ação,,,,,,
