,Conta,Descrição,31/12/2014,31/12/2013,31/12/2012,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
0,1,Ativo Total,10.443.494,10.593.056,10.440.446,,,
1,1.01,Ativo Circulante,6.258.837,6.775.528,7.966.113,,,
2,1.01.01,Disponibilidades,173.634,147.466,126.111,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,243.250,667.692,397.584,,,
4,1.01.02.01,Aplicações no Mercado Aberto,151.040,183.922,279.205,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,21.028,58.199,100.299,,,
6,1.01.02.03,Aplicações em Moeda Estangeira,71.182,425.571,18.080,,,
7,1.01.03,Títulos e Valores Mobiliários,1.204.709,1.804.111,3.914.354,,,
8,1.01.03.01,Carteira Própria,766.845,1.021.113,1.815.047,,,
9,1.01.03.02,Vinculados a Compromissos de Recompra,203.998,551.072,1.847.955,,,
10,1.01.03.03,Instrumentos Financeiros Derivativos,232.588,227.376,180.232,,,
11,1.01.03.04,Vinculados ao Banco Central,,,,,,
12,1.01.03.05,Vinculados à Prestação de Garantias,1.278,4.550,71.120,,,
13,1.01.04,Relações Interfinanceiras,631,621,1.435,,,
14,1.01.04.01,Pagamentos e Recebimentos a Liquidar,,,,,,
15,1.01.04.02,Depósitos no Banco Central do Brasil,0,621,1.435,,,
16,1.01.05,Relações Interdependências,,,,,,
17,1.01.06,Operações de Crédito,3.509.571,3.133.477,2.549.888,,,
18,1.01.06.01,Setor Privado,3.263.940,2.917.156,2.664.448,,,
19,1.01.06.02,Setor Público,0,365,5.966,,,
20,1.01.06.03,(-) Provisão para Operações de Crédito de Liquidação Duvidosa,-125.691,-90.040,-120.526,,,
21,1.01.06.04,Operações de Crédito Vinculadas a Cessão,371.322,305.996,0,,,
22,1.01.07,Operações de Arrendamento Mercantil,,,,,,
23,1.01.08,Outros Créditos,954.447,854.969,796.143,,,
24,1.01.08.01,Carteira de Câmbio,602.367,525.129,522.796,,,
25,1.01.08.02,Rendas a Receber,33.341,26.958,18.867,,,
26,1.01.08.03,Negociação e Intermediação de Valores,89.051,65.415,41.898,,,
27,1.01.08.04,Diversos,243.627,248.971,216.719,,,
28,1.01.08.05,(-) Provisão para Outros Créditos de Liquidação Duvidosa,-13.939,-11.504,-4.137,,,
29,1.01.09,Outros Valores e Bens,172.595,167.192,180.598,,,
30,1.01.09.01,Bens não de Uso Próprio,169.163,162.764,176.279,,,
31,1.01.09.02,Despesas Antecipadas,3.432,4.428,4.319,,,
32,1.02,Ativo Realizável a Longo Prazo,4.101.573,3.677.856,2.285.451,,,
33,1.02.01,Aplicações Interfinanceiras de Liquidez,,,,,,
34,1.02.01.01,Aplicações em Depósitos Interfinanceiros,,,,,,
35,1.02.01.02,Aplicações em Moeda Estangeira,,,,,,
36,1.02.02,Títulos e Valores Mobiliários,1.749.441,799.680,386.334,,,
37,1.02.02.01,Carteira Própria,1.314.028,402.119,229.233,,,
38,1.02.02.03,Instrumentos Financeiros Derivativos,288.089,287.982,157.101,,,
39,1.02.02.04,Vinculados à Prestação de Garantias,147.324,109.579,0,,,
40,1.02.03,Relações Interfinanceiras,,,,,,
41,1.02.04,Relações Interdependências,,,,,,
42,1.02.05,Operações de Crédito,1.937.716,2.374.308,1.459.023,,,
43,1.02.05.01,Setor Privado,1.920.927,2.371.032,1.520.512,,,
44,1.02.05.02,Setor Público,0,18.626,338,,,
45,1.02.05.03,(-) Provisão para Operações de Crédito com Liquidação Duvidosa,-45.488,-75.888,-61.827,,,
46,1.02.05.04,Operações de Crédito Vinculadas a Cessão,62.277,60.538,0,,,
47,1.02.06,Operações de Arrendamento Mercantil,,,,,,
48,1.02.07,Outros Créditos,405.288,492.247,429.515,,,
49,1.02.07.01,Carteira de Câmbio,,,,,,
50,1.02.07.02,Rendas a Receber,41.354,29.987,27.435,,,
51,1.02.07.03,Devedores por Depósito em Garantia,40.393,206.615,197.491,,,
52,1.02.07.04,Diversos,324.064,256.343,204.751,,,
53,1.02.07.05,(-) Provisão para Outros Créditos de Liquidação Duvidosa,-523,-698,-162,,,
54,1.02.08,Outros Valores e Bens,9.128,11.621,10.579,,,
55,1.02.08.01,Despesas Antecipadas,9.128,11.621,10.579,,,
56,1.03,Ativo Permanente,83.084,139.672,188.882,,,
57,1.03.01,Investimentos,64.090,113.260,157.863,,,
58,1.03.01.01,Dependências no Exterior,5.344,9.047,0,,,
59,1.03.01.02,Participações em Controladas,58.746,104.213,157.863,,,
60,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
61,1.03.01.04,Outros Investimentos,,,,,,
62,1.03.01.05,Provisão para Perdas,,,,,,
63,1.03.02,Imobilizado de Uso,18.255,24.984,28.966,,,
64,1.03.02.01,"Instalações, Móveis Equipamentos de Uso",13.217,13.216,13.652,,,
65,1.03.02.02,Outras Imbobilizações de Uso,21.384,29.140,28.645,,,
66,1.03.02.03,(-) Depreciações Acumuladas,-16.346,-17.372,-13.331,,,
67,1.03.03,Imobilizado de Arrendamento,,,,,,
68,1.03.04,Intangível,739,1.428,2.053,,,
69,1.03.04.01,Gastos com Aquisição e Desenvolvimento de Logiciais,9.587,9.587,9.450,,,
70,1.03.04.02,(-) Amortização Acumulada,-8.848,-8.159,-7.397,,,
71,1.03.05,Diferido,,,,,,
72,2,Passivo Total,10.443.494,10.593.056,10.440.446,,,
73,2.01,Passivo Circulante,5.562.787,6.029.282,5.724.010,,,
74,2.01.01,Depósitos,1.604.719,2.104.966,1.898.520,,,
75,2.01.01.01,Depósitos à Vista,26.683,23.332,30.134,,,
76,2.01.01.02,Depósitos Interfinanceiros,46.871,77.846,108.932,,,
77,2.01.01.03,Depósitos a Prazo,1.531.165,2.003.788,1.759.454,,,
78,2.01.01.04,Outros Depósitos,,,,,,
79,2.01.02,Captações no Mercado Aberto,196.521,547.579,1.832.661,,,
80,2.01.02.01,Carteira Própria,196.521,547.579,1.832.661,,,
81,2.01.03,Recursos de Aceites e Emissão de Títulos,1.105.977,1.301.013,499.593,,,
82,2.01.03.01,Recursos de letras de crédito imobiliário,442.192,270.317,11.965,,,
83,2.01.03.02,Recursos de Letras de Crédito do Agronegócio,530.896,410.269,377.368,,,
84,2.01.03.03,Recursos de letras financeiras,121.061,599.368,1.101,,,
