,Conta,Descrição,31/03/2013,31/03/2012,31/03/2011,01/04/2012 a 31/03/2013,01/04/2011 a 31/03/2012,01/04/2010 a 31/03/2011
0,1,Ativo Total,5.791.828,5.295.545,0.0,,,
1,1.01,Ativo Circulante,1.399.487,729.331,0.0,,,
2,1.01.01,Caixa e Equivalentes de Caixa,632.312,162.313,0.0,,,
3,1.01.02,Aplicações Financeiras,141.932,20.837,0.0,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,141.932,20.837,0.0,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,194.828,152.166,0.0,,,
10,1.01.03.01,Clientes,,,,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,296.001,311.172,0.0,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,53.189,63.535,0.0,,,
15,1.01.06.01,Tributos Correntes a Recuperar,,,,,,
16,1.01.07,Despesas Antecipadas,,,,,,
17,1.01.08,Outros Ativos Circulantes,81.225,19.308,0.0,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,3.084,0,0.0,,,
19,1.01.08.01.01,Outros Créditos,,,,,,
20,1.01.08.01.02,Ativos Mantidos para Venda,3.084,0,0.0,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,78.141,19.308,0.0,,,
23,1.01.08.03.01,Instrumentos financeiros derivativos,62.711,6.173,0.0,,,
24,1.01.08.03.02,Outros Créditos,15.430,13.135,0.0,,,
25,1.02,Ativo Não Circulante,4.392.341,4.566.214,0.0,,,
26,1.02.01,Ativo Realizável a Longo Prazo,1.196.956,1.180.094,0.0,,,
27,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
28,1.02.01.01.01,Títulos para Negociação,,,,,,
29,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
30,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
31,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
32,1.02.01.03,Contas a Receber,,,,,,
33,1.02.01.03.01,Clientes,,,,,,
34,1.02.01.03.02,Outras Contas a Receber,,,,,,
35,1.02.01.04,Estoques,,,,,,
36,1.02.01.05,Ativos Biológicos,712.682,945.878,0.0,,,
37,1.02.01.06,Tributos Diferidos,239.816,63.807,0.0,,,
38,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
39,1.02.01.07,Despesas Antecipadas,,,,,,
40,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
41,1.02.01.08.01,Créditos com Coligadas,,,,,,
42,1.02.01.08.02,Créditos com Controladas,,,,,,
43,1.02.01.08.03,Créditos com Controladores,,,,,,
44,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
45,1.02.01.09,Outros Ativos Não Circulantes,244.458,170.409,0.0,,,
46,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
47,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
48,1.02.01.09.03,Adiantamentos a Fornecedores,7.187,13.699,0.0,,,
49,1.02.01.09.04,Depósitos Judiciais,64.564,55.690,0.0,,,
50,1.02.01.09.05,Impostos a Recuperar,60.103,25.146,0.0,,,
51,1.02.01.09.06,Outros Créditos,112.604,75.874,0.0,,,
52,1.02.01.09.07,Instrumentos financeiros derivativos,,,,,,
53,1.02.02,Investimentos,1.139.675,1.450.839,0.0,,,
54,1.02.02.01,Participações Societárias,,,,,,
55,1.02.02.01.01,Participações em Coligadas,,,,,,
56,1.02.02.01.02,Participações em Controladas,,,,,,
57,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
58,1.02.02.01.04,Outras Participações Societárias,,,,,,
59,1.02.02.02,Propriedades para Investimento,,,,,,
60,1.02.03,Imobilizado,2.033.953,1.916.788,0.0,,,
61,1.02.03.01,Imobilizado em Operação,1.984.001,1.751.494,0.0,,,
62,1.02.03.02,Imobilizado Arrendado,,,,,,
63,1.02.03.03,Imobilizado em Andamento,49.952,165.294,0.0,,,
64,1.02.04,Intangível,21.757,18.493,0.0,,,
65,1.02.04.01,Intangíveis,,,,,,
66,1.02.04.01.01,Contrato de Concessão,,,,,,
67,1.02.05,Diferido,,,,,,
68,2,Passivo Total,5.791.828,5.295.545,0.0,,,
69,2.01,Passivo Circulante,1.853.110,1.853.201,0.0,,,
70,2.01.01,Obrigações Sociais e Trabalhistas,71.844,65.641,0.0,,,
71,2.01.01.01,Obrigações Sociais,,,,,,
72,2.01.01.02,Obrigações Trabalhistas,,,,,,
73,2.01.02,Fornecedores,107.827,87.024,0.0,,,
74,2.01.02.01,Fornecedores Nacionais,,,,,,
75,2.01.02.02,Fornecedores Estrangeiros,,,,,,
76,2.01.03,Obrigações Fiscais,31.165,19.281,0.0,,,
77,2.01.03.01,Obrigações Fiscais Federais,28.768,14.629,0.0,,,
78,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,,,
79,2.01.03.02,Obrigações Fiscais Estaduais,1.583,4.071,0.0,,,
80,2.01.03.03,Obrigações Fiscais Municipais,814,581,0.0,,,
81,2.01.04,Empréstimos e Financiamentos,1.324.115,1.512.656,0.0,,,
82,2.01.04.01,Empréstimos e Financiamentos,,,,,,
83,2.01.04.01.01,Em Moeda Nacional,,,,,,
84,2.01.04.01.02,Em Moeda Estrangeira,,,,,,
85,2.01.04.02,Debêntures,,,,,,
86,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,,,
87,2.01.05,Outras Obrigações,318.159,168.599,0.0,,,
88,2.01.05.01,Passivos com Partes Relacionadas,,,,,,
89,2.01.05.01.01,Débitos com Coligadas,,,,,,
90,2.01.05.01.02,Débitos com Controladas,,,,,,
91,2.01.05.01.03,Débitos com Controladores,,,,,,
92,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,,,
93,2.01.05.02,Outros,318.159,168.599,0.0,,,
94,2.01.05.02.01,Dividendos e JCP a Pagar,,,,,,
95,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,,,
96,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,,,
97,2.01.05.02.04,Adiantamentos de clientes no País,10.089,8.050,0.0,,,
98,2.01.05.02.05,Adiantamentos de clientes no Exterior,189.754,6.917,0.0,,,
99,2.01.05.02.06,Instrumentos financeiros derivativos,39.812,82.388,0.0,,,
100,2.01.05.02.07,Outras Obrigações,78.504,71.244,0.0,,,
101,2.01.06,Provisões,,,,,,
102,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
103,2.01.06.01.01,Provisões Fiscais,,,,,,
104,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
105,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,,,
106,2.01.06.01.04,Provisões Cíveis,,,,,,
107,2.01.06.01.05,Provisões e encargos sobre a folha de pagamento,,,,,,
108,2.01.06.02,Outras Provisões,,,,,,
109,2.01.06.02.01,Provisões para Garantias,,,,,,
110,2.01.06.02.02,Provisões para Reestruturação,,,,,,
111,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
112,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
113,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
114,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
115,2.02,Passivo Não Circulante,1.481.501,977.082,0.0,,,
116,2.02.01,Empréstimos e Financiamentos,1.332.951,879.022,0.0,,,
117,2.02.01.01,Empréstimos e Financiamentos,,,,,,
118,2.02.01.01.01,Em Moeda Nacional,,,,,,
119,2.02.01.01.02,Em Moeda Estrangeira,,,,,,
120,2.02.01.02,Debêntures,,,,,,
121,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,,,
122,2.02.02,Outras Obrigações,14.119,13.945,0.0,,,
123,2.02.02.01,Passivos com Partes Relacionadas,,,,,,
124,2.02.02.01.01,Débitos com Coligadas,,,,,,
125,2.02.02.01.02,Débitos com Controladas,,,,,,
126,2.02.02.01.03,Débitos com Controladores,,,,,,
127,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,,,
128,2.02.02.02,Outros,14.119,13.945,0.0,,,
129,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,,,
130,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,,,
131,2.02.02.02.03,Instrumentos Financeiros Derivativos,1.037,5.238,0.0,,,
132,2.02.02.02.04,Impostos e contribuições a Recolher,4.589,6.422,0.0,,,
133,2.02.02.02.05,Outras Obrigações,8.493,0,0.0,,,
134,2.02.02.02.06,Provisão para passivo a descoberto,0,2.285,0.0,,,
135,2.02.03,Tributos Diferidos,,,,,,
136,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
137,2.02.04,Provisões,134.431,84.115,0.0,,,
138,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
139,2.02.04.01.01,Provisões Fiscais,,,,,,
140,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
141,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,,,
142,2.02.04.01.04,Provisões Cíveis,,,,,,
143,2.02.04.01.05,"Provisão para Disputas Trabalhistas, Cíveis e Tributárias",,,,,,
144,2.02.04.02,Outras Provisões,,,,,,
145,2.02.04.02.01,Provisões para Garantias,,,,,,
146,2.02.04.02.02,Provisões para Reestruturação,,,,,,
147,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
148,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
149,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
150,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
151,2.02.06,Lucros e Receitas a Apropriar,,,,,,
152,2.02.06.01,Lucros a Apropriar,,,,,,
153,2.02.06.02,Receitas a Apropriar,,,,,,
154,2.02.06.03,Subvenções de Investimento a Apropriar,,,,,,
155,2.03,Patrimônio Líquido,2.457.217,2.465.262,0.0,,,
156,2.03.01,Capital Social Realizado,1.790.036,1.175.996,0.0,,,
157,2.03.02,Reservas de Capital,1.405.194,1.431.935,0.0,,,
158,2.03.02.01,Ágio na Emissão de Ações,,,,,,
159,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,,,
160,2.03.02.03,Alienação de Bônus de Subscrição,,,,,,
161,2.03.02.04,Opções Outorgadas,,,,,,
162,2.03.02.05,Ações em Tesouraria,,,,,,
163,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,,,
164,2.03.02.07,Reserva de Capital,,,,,,
165,2.03.03,Reservas de Reavaliação,,,,,,
166,2.03.04,Reservas de Lucros,,,,,,
167,2.03.04.01,Reserva Legal,,,,,,
168,2.03.04.02,Reserva Estatutária,,,,,,
169,2.03.04.03,Reserva para Contingências,,,,,,
170,2.03.04.04,Reserva de Lucros a Realizar,,,,,,
171,2.03.04.05,Reserva de Retenção de Lucros,,,,,,
172,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,,,
173,2.03.04.07,Reserva de Incentivos Fiscais,,,,,,
174,2.03.04.08,Dividendo Adicional Proposto,,,,,,
175,2.03.04.09,Ações em Tesouraria,,,,,,
176,2.03.04.10,Reserva de Lucros,,,,,,
177,2.03.05,Lucros/Prejuízos Acumulados,-688.720,-68.692,0.0,,,
178,2.03.06,Ajustes de Avaliação Patrimonial,,,,,,
179,2.03.07,Ajustes Acumulados de Conversão,,,,,,
180,2.03.08,Outros Resultados Abrangentes,-49.293,-73.977,0.0,,,
181,3.01,Receita de Venda de Bens e/ou Serviços,,,,1.939.618,1.720.634,0.0
182,3.02,Custo dos Bens e/ou Serviços Vendidos,,,,-1.661.507,-1.421.596,0.0
183,3.03,Resultado Bruto,,,,278.111,299.038,0.0
184,3.04,Despesas/Receitas Operacionais,,,,-713.144,-429.560,0.0
