,Conta,Descrição,31/12/2010,31/12/2009,31/12/2008,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009,01/01/2008 a 31/12/2008
0,1,Ativo Total,84.977,71.442,0.0,,,
1,1.01,Ativo Circulante,67.62100000000001,59.231,0.0,,,
2,1.01.01,Caixa e Equivalentes de Caixa,37.219,28.014,0.0,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,3.9019999999999997,5.629,0.0,,,
10,1.01.03.01,Clientes,3.9019999999999997,5.629,0.0,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,214.0,214.0,0.0,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,141.0,0.0,0.0,,,
15,1.01.06.01,Tributos Correntes a Recuperar,141.0,0.0,0.0,,,
16,1.01.07,Despesas Antecipadas,47.0,0.0,0.0,,,
17,1.01.08,Outros Ativos Circulantes,26.098000000000003,25.374000000000002,0.0,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,26.098000000000003,25.374000000000002,0.0,,,
21,1.01.08.03.01,Recebíveis de Concessão de Serviço Público,26.098000000000003,25.340999999999998,0.0,,,
22,1.01.08.03.02,Outros créditos,0.0,33.0,0.0,,,
23,1.02,Ativo Não Circulante,17.355999999999998,12.210999999999999,0.0,,,
24,1.02.01,Ativo Realizável a Longo Prazo,17.355999999999998,12.210999999999999,0.0,,,
25,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
26,1.02.01.01.01,Títulos para Negociação,,,,,,
27,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
29,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
30,1.02.01.03,Contas a Receber,,,,,,
31,1.02.01.03.01,Clientes,,,,,,
32,1.02.01.03.02,Outras Contas a Receber,,,,,,
33,1.02.01.04,Estoques,,,,,,
34,1.02.01.05,Ativos Biológicos,,,,,,
35,1.02.01.06,Tributos Diferidos,,,,,,
36,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.08,Créditos com Partes Relacionadas,2.322,0.0,0.0,,,
39,1.02.01.08.01,Créditos com Coligadas,2.322,0.0,0.0,,,
40,1.02.01.08.02,Créditos com Controladas,,,,,,
41,1.02.01.08.03,Créditos com Controladores,,,,,,
42,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
43,1.02.01.09,Outros Ativos Não Circulantes,15.034,12.210999999999999,0.0,,,
44,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
45,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
46,1.02.01.09.03,Recebíveis de Concessão de Serviço Público (indenização),14.933,12.11,0.0,,,
47,1.02.01.09.04,Outros Investimentos,101.0,101.0,0.0,,,
48,1.02.02,Investimentos,,,,,,
49,1.02.02.01,Participações Societárias,,,,,,
50,1.02.02.01.01,Participações em Coligadas,,,,,,
51,1.02.02.01.02,Participações em Controladas,,,,,,
52,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
53,1.02.02.01.04,Outras Participações Societárias,,,,,,
54,1.02.02.02,Propriedades para Investimento,,,,,,
55,1.02.03,Imobilizado,,,,,,
56,1.02.03.01,Imobilizado em Operação,,,,,,
57,1.02.03.02,Imobilizado Arrendado,,,,,,
58,1.02.03.03,Imobilizado em Andamento,,,,,,
59,1.02.04,Intangível,,,,,,
60,1.02.04.01,Intangíveis,,,,,,
61,1.02.04.01.01,Contrato de Concessão,,,,,,
62,1.02.05,Diferido,,,,,,
63,2,Passivo Total,84.977,71.442,0.0,,,
64,2.01,Passivo Circulante,8.61,1.7,0.0,,,
65,2.01.01,Obrigações Sociais e Trabalhistas,126.0,170.0,0.0,,,
66,2.01.01.01,Obrigações Sociais,,,,,,
67,2.01.01.02,Obrigações Trabalhistas,126.0,170.0,0.0,,,
68,2.01.02,Fornecedores,2.485,0.0,0.0,,,
69,2.01.02.01,Fornecedores Nacionais,2.485,0.0,0.0,,,
70,2.01.02.02,Fornecedores Estrangeiros,,,,,,
71,2.01.03,Obrigações Fiscais,830.0,0.0,0.0,,,
72,2.01.03.01,Obrigações Fiscais Federais,830.0,0.0,0.0,,,
73,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,494.0,0.0,0.0,,,
74,2.01.03.01.02,Programa de intergração social - PIS,22.0,0.0,0.0,,,
75,2.01.03.01.03,Contribuição para o Financiamento da seguridade social - COFINS,102.0,0.0,0.0,,,
76,2.01.03.01.04,Outros,212.0,0.0,0.0,,,
77,2.01.03.02,Obrigações Fiscais Estaduais,,,,,,
78,2.01.03.03,Obrigações Fiscais Municipais,,,,,,
79,2.01.04,Empréstimos e Financiamentos,,,,,,
80,2.01.04.01,Empréstimos e Financiamentos,,,,,,
81,2.01.04.01.01,Em Moeda Nacional,,,,,,
