,Conta,Descrição,31/12/2010,31/12/2009,31/12/2008,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009,01/01/2008 a 31/12/2008
0,1,Ativo Total,79.601,70.29899999999999,56.181999999999995,,,
1,1.01,Ativo Circulante,60.95399999999999,53.007,44.784,,,
2,1.01.01,Caixa e Equivalentes de Caixa,1.607,4.729,1.085,,,
3,1.01.01.01,Caixa e banco,1.607,4.729,1.085,,,
4,1.01.02,Aplicações Financeiras,230.0,902.0,1.301,,,
5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
6,1.01.02.01.01,Títulos para Negociação,,,,,,
7,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
8,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
10,1.01.03,Contas a Receber,26.489,21.311,14.255999999999998,,,
11,1.01.03.01,Clientes,26.489,21.311,14.255999999999998,,,
12,1.01.03.01.01,"Contas a Receber Clientes, liquido",26.489,21.311,14.255999999999998,,,
13,1.01.03.02,Outras Contas a Receber,,,,,,
14,1.01.04,Estoques,23.51,18.197,20.477999999999998,,,
15,1.01.05,Ativos Biológicos,,,,,,
16,1.01.06,Tributos a Recuperar,2.2,1.7719999999999998,2.077,,,
17,1.01.06.01,Tributos Correntes a Recuperar,2.2,1.7719999999999998,2.077,,,
18,1.01.07,Despesas Antecipadas,,,,,,
19,1.01.08,Outros Ativos Circulantes,6.917999999999999,6.096,5.587000000000001,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,6.917999999999999,6.096,5.587000000000001,,,
23,1.02,Ativo Não Circulante,18.647000000000002,17.292,11.398,,,
24,1.02.01,Ativo Realizável a Longo Prazo,539.0,335.0,164.0,,,
25,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
26,1.02.01.01.01,Títulos para Negociação,,,,,,
27,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
29,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
30,1.02.01.03,Contas a Receber,,,,,,
31,1.02.01.03.01,Clientes,,,,,,
32,1.02.01.03.02,Outras Contas a Receber,,,,,,
33,1.02.01.04,Estoques,,,,,,
34,1.02.01.05,Ativos Biológicos,,,,,,
35,1.02.01.06,Tributos Diferidos,,,,,,
36,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.08,Créditos com Partes Relacionadas,539.0,335.0,164.0,,,
39,1.02.01.08.01,Créditos com Coligadas,,,,,,
40,1.02.01.08.02,Créditos com Controladas,271.0,191.0,19.0,,,
41,1.02.01.08.03,Créditos com Controladores,,,,,,
42,1.02.01.08.04,Créditos com Outras Partes Relacionadas,268.0,144.0,145.0,,,
43,1.02.01.09,Outros Ativos Não Circulantes,,,,,,
44,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
45,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
46,1.02.02,Investimentos,4.468,4.735,5.295,,,
