,Conta,Descrição,31/12/2010,31/12/2009,31/12/2008,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009,01/01/2008 a 31/12/2008
0,1,Ativo Total,9.179.318,6.996.563,6.212.304,,,
1,1.01,Ativo Circulante,6.412.283,5.248.888,5.086.844,,,
2,1.01.01,Disponibilidades,91.821,130.193,26.759,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,53.312,57.020,88.270,,,
4,1.01.02.01,Aplicações no Mercado Aberto,0,3.000,41.318,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,31.615,40.003,35.213,,,
6,1.01.02.03,Aplicações em Moeda Estangeira,21.697,14.017,11.739,,,
7,1.01.03,Títulos e Valores Mobiliários,3.324.174,2.620.282,2.664.722,,,
8,1.01.03.01,Carteira Própria,766.072,883.348,418.284,,,
9,1.01.03.02,Vinculados a Compromissos de Recompra,2.364.269,1.602.177,2.084.320,,,
10,1.01.03.03,Instrumentos Financeiros Derivativos,140.191,31.089,62.710,,,
11,1.01.03.04,Vinculados à Prestação de Garantias,53.642,103.668,99.408,,,
12,1.01.04,Relações Interfinanceiras,2.730,7.990,1.617,,,
13,1.01.04.01,Pagamentos e Recebimentos a Liquidar,1.758,0,0,,,
14,1.01.04.02,Depósitos no Banco Central do Brasil,972,7.990,1.617,,,
15,1.01.05,Relações Interdependências,,,,,,
16,1.01.06,Operações de Crédito,2.391.912,1.877.378,1.868.717,,,
17,1.01.06.01,Setor Privado,2.390.683,1.884.997,1.855.558,,,
18,1.01.06.02,Setor Público,26.537,41.535,58.303,,,
19,1.01.06.03,(-) Provisão para Operações de Crédito de Liquidação Duvidosa,-25.308,-49.154,-45.144,,,
20,1.01.07,Operações de Arrendamento Mercantil,,,,,,
21,1.01.08,Outros Créditos,511.763,531.137,410.356,,,
22,1.01.08.01,Carteira de Câmbio,417.912,454.505,365.807,,,
23,1.01.08.02,Rendas a Receber,5.717,879,360,,,
24,1.01.08.03,Negociação e Intermediação de Valores,32.208,656,0,,,
25,1.01.08.04,Diversos,81.110,83.298,56.719,,,
26,1.01.08.05,(-) Provisão para Outros Créditos de Liquidação Duvidosa,-25.184,-8.201,-12.530,,,
27,1.01.09,Outros Valores e Bens,36.571,24.888,26.403,,,
28,1.01.09.01,Bens não de Uso Próprio,35.404,21.858,21.864,,,
29,1.01.09.02,Despesas Antecipadas,1.167,3.030,4.539,,,
30,1.02,Ativo Realizável a Longo Prazo,2.722.725,1.708.434,1.084.608,,,
31,1.02.01,Aplicações Interfinanceiras de Liquidez,20.523,295,10.390,,,
32,1.02.01.01,Aplicações em Depósitos Interfinanceiros,20.523,295,3.099,,,
33,1.02.01.02,Aplicações em Moeda Estangeira,0,0,7.291,,,
34,1.02.02,Títulos e Valores Mobiliários,483.074,130.105,120.909,,,
35,1.02.02.01,Carteira Própria,373.483,15.576,3.175,,,
36,1.02.02.03,Instrumentos Financeiros Derivativos,106.041,72.824,83.277,,,
37,1.02.02.04,Vinculados à Prestação de Garantias,3.550,41.705,34.457,,,
38,1.02.03,Relações Interfinanceiras,,,,,,
39,1.02.04,Relações Interdependências,,,,,,
40,1.02.05,Operações de Crédito,1.905.928,1.338.712,773.835,,,
41,1.02.05.01,Setor Privado,1.949.711,1.307.942,699.625,,,
42,1.02.05.02,Setor Público,21.805,49.094,90.927,,,
43,1.02.05.03,(-) Provisão para Operações de Crédito com Liquidação Duvidosa,-65.588,-18.324,-16.717,,,
44,1.02.06,Operações de Arrendamento Mercantil,,,,,,
45,1.02.07,Outros Créditos,302.340,233.579,165.714,,,
46,1.02.07.01,Carteira de Câmbio,0,661,0,,,
47,1.02.07.02,Rendas a Receber,9.908,306,190,,,
48,1.02.07.03,Devedores por Depósito em Garantia,154.797,123.621,99.653,,,
49,1.02.07.04,Diversos,137.637,109.434,65.871,,,
50,1.02.07.05,(-) Provisão para Outros Créditos de Liquidação Duvidosa,-2,-443,0,,,
51,1.02.08,Outros Valores e Bens,10.860,5.743,13.760,,,
52,1.02.08.01,Despesas Antecipadas,10.860,5.743,13.760,,,
53,1.03,Ativo Permanente,44.310,39.241,40.852,,,
54,1.03.01,Investimentos,32.053,25.118,20.030,,,
55,1.03.01.01,Dependências no Exterior,,,,,,
56,1.03.01.02,Participações em Controladas,31.896,24.961,19.424,,,
57,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
58,1.03.01.04,Outros Investimentos,157,157,606,,,
59,1.03.01.05,Provisão para Perdas,,,,,,
60,1.03.02,Imobilizado de Uso,9.132,12.078,17.517,,,
61,1.03.02.01,"Instalações, Móveis Equipamentos de Uso",13.609,13.431,5.483,,,
62,1.03.02.02,Outras Imbobilizações de Uso,4.297,8.149,21.122,,,
63,1.03.02.03,(-) Depreciações Acumuladas,-8.774,-9.502,-9.088,,,
