,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
0,1,Ativo Total,94.722.744,74.621.116,44.036.513,,,
1,1.01,Ativo Circulante,14.044.725,10.142.562,149.230,,,
2,1.01.01,Caixa e Equivalentes de Caixa,1.944.872,2.543.654,137.021,,,
3,1.01.02,Aplicações Financeiras,2.597.469,1.316.089,0,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,2.597.469,1.316.089,0,,,
5,1.01.02.01.01,Títulos para Negociação,2.597.469,1.316.089,0,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,3.583.444,2.726.673,5.086,,,
10,1.01.03.01,Clientes,1.015.649,862.768,0,,,
11,1.01.03.02,Outras Contas a Receber,2.567.795,1.863.905,5.086,,,
12,1.01.03.02.01,Contas a Receber de Partes Relacionadas,2.567.795,1.863.905,5.086,,,
13,1.01.04,Estoques,1.987.853,1.891.197,0,,,
14,1.01.04.01,Produtos acabados,530.529,433.024,0,,,
15,1.01.04.02,Produtos em elaboração,117.284,104.991,0,,,
16,1.01.04.03,Matérias primas,1.090.445,1.131.106,0,,,
17,1.01.04.04,Materiais de produção,943,710,0,,,
18,1.01.04.05,Almoxarifado e outros,283.425,242.358,0,,,
19,1.01.04.06,Provisão para perdas,-34.773,-20.992,0,,,
20,1.01.05,Ativos Biológicos,,,,,,
21,1.01.06,Tributos a Recuperar,2.645.342,831.425,2.639,,,
22,1.01.06.01,Tributos Correntes a Recuperar,2.645.342,831.425,2.639,,,
23,1.01.06.01.01,Imposto de Renda e Contribuição Social a Recuperar,2.216.898,339.338,2.639,,,
24,1.01.06.01.02,Impostos Indiretos a Recuperar,428.444,492.087,0,,,
25,1.01.07,Despesas Antecipadas,551.996,582.910,0,,,
26,1.01.07.01,Despesas antecipadas de marketing,551.996,582.910,0,,,
