,Conta,Descrição,31/12/2013,31/12/2012,31/12/2011,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
0,1,Ativo Total,46.129,53.812,71.785,,,
1,1.01,Ativo Circulante,1.554,6.644,24.756999999999998,,,
2,1.01.01,Caixa e Equivalentes de Caixa,3.0,1.0,1.0,,,
3,1.01.02,Aplicações Financeiras,65.0,5.015,23.523000000000003,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,65.0,5.015,23.523000000000003,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,4.0,0.0,2.0,,,
10,1.01.03.01,Clientes,,,,,,
11,1.01.03.02,Outras Contas a Receber,4.0,0.0,2.0,,,
12,1.01.03.02.01,Dividendos a Receber,0.0,0.0,2.0,,,
13,1.01.03.02.02,Outros Créditos,4.0,0.0,0.0,,,
14,1.01.04,Estoques,,,,,,
15,1.01.05,Ativos Biológicos,,,,,,
16,1.01.06,Tributos a Recuperar,1.482,1.6280000000000001,1.2309999999999999,,,
17,1.01.06.01,Tributos Correntes a Recuperar,1.482,1.6280000000000001,1.2309999999999999,,,
18,1.01.07,Despesas Antecipadas,,,,,,
19,1.01.08,Outros Ativos Circulantes,,,,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,,,,,,
23,1.02,Ativo Não Circulante,44.575,47.168,47.028,,,
24,1.02.01,Ativo Realizável a Longo Prazo,48.0,48.0,58.0,,,
25,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
26,1.02.01.01.01,Títulos para Negociação,,,,,,
27,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
28,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
29,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
30,1.02.01.03,Contas a Receber,,,,,,
31,1.02.01.03.01,Clientes,,,,,,
32,1.02.01.03.02,Outras Contas a Receber,,,,,,
33,1.02.01.04,Estoques,,,,,,
34,1.02.01.05,Ativos Biológicos,,,,,,
35,1.02.01.06,Tributos Diferidos,,,,,,
36,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.07.01,Depósitos Judiciais,,,,,,
39,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
40,1.02.01.08.01,Créditos com Coligadas,,,,,,
41,1.02.01.08.02,Créditos com Controladas,,,,,,
42,1.02.01.08.03,Créditos com Controladores,,,,,,
43,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
44,1.02.01.09,Outros Ativos Não Circulantes,48.0,48.0,58.0,,,
45,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
46,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
47,1.02.01.09.03,Outros Créditos,,,,,,
48,1.02.01.09.04,Depósito Judiciais,48.0,48.0,58.0,,,
49,1.02.02,Investimentos,44.504,47.098,46.948,,,
50,1.02.02.01,Participações Societárias,44.504,47.098,46.948,,,
51,1.02.02.01.01,Participações em Coligadas,,,,,,
52,1.02.02.01.02,Participações em Controladas,40.514,42.963,39.616,,,
53,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
54,1.02.02.01.04,Outras Participações Societárias,3.99,4.135,7.332000000000001,,,
55,1.02.02.02,Propriedades para Investimento,,,,,,
56,1.02.03,Imobilizado,22.0,22.0,22.0,,,
57,1.02.03.01,Imobilizado em Operação,22.0,22.0,22.0,,,
58,1.02.03.02,Imobilizado Arrendado,,,,,,
59,1.02.03.03,Imobilizado em Andamento,,,,,,
60,1.02.04,Intangível,1.0,0.0,0.0,,,
61,1.02.04.01,Intangíveis,1.0,0.0,0.0,,,
62,1.02.04.01.01,Contrato de Concessão,,,,,,
63,1.02.05,Diferido,,,,,,
64,2,Passivo Total,46.129,53.812,71.785,,,
65,2.01,Passivo Circulante,200.0,417.0,306.0,,,
66,2.01.01,Obrigações Sociais e Trabalhistas,0.0,2.0,2.0,,,
67,2.01.01.01,Obrigações Sociais,0.0,2.0,2.0,,,
68,2.01.01.02,Obrigações Trabalhistas,,,,,,
69,2.01.02,Fornecedores,17.0,16.0,16.0,,,
70,2.01.02.01,Fornecedores Nacionais,17.0,16.0,16.0,,,
71,2.01.02.02,Fornecedores Estrangeiros,,,,,,
72,2.01.03,Obrigações Fiscais,111.0,228.0,127.0,,,
73,2.01.03.01,Obrigações Fiscais Federais,111.0,228.0,127.0,,,
74,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,0.0,120.0,0.0,,,
75,2.01.03.01.02,Outras Obrigações Fiscais,111.0,108.0,127.0,,,
76,2.01.03.02,Obrigações Fiscais Estaduais,,,,,,
77,2.01.03.03,Obrigações Fiscais Municipais,,,,,,
78,2.01.04,Empréstimos e Financiamentos,,,,,,
79,2.01.04.01,Empréstimos e Financiamentos,,,,,,
80,2.01.04.01.01,Em Moeda Nacional,,,,,,
81,2.01.04.01.02,Em Moeda Estrangeira,,,,,,
82,2.01.04.02,Debêntures,,,,,,
83,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,,,
84,2.01.05,Outras Obrigações,72.0,171.0,161.0,,,
85,2.01.05.01,Passivos com Partes Relacionadas,,,,,,
86,2.01.05.01.01,Débitos com Coligadas,,,,,,
87,2.01.05.01.02,Débitos com Controladas,,,,,,
88,2.01.05.01.03,Débitos com Controladores,,,,,,
89,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,,,
90,2.01.05.02,Outros,72.0,171.0,161.0,,,
91,2.01.05.02.01,Dividendos e JCP a Pagar,42.0,158.0,122.0,,,
92,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,,,,,,
93,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,,,,,,
94,2.01.05.02.04,Outras Obrigações a Pagar,30.0,13.0,39.0,,,
95,2.01.06,Provisões,,,,,,
96,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
97,2.01.06.01.01,Provisões Fiscais,,,,,,
98,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
99,2.01.06.01.03,Provisões para Benefícios a Empregados,,,,,,
100,2.01.06.01.04,Provisões Cíveis,,,,,,
101,2.01.06.02,Outras Provisões,,,,,,
102,2.01.06.02.01,Provisões para Garantias,,,,,,
103,2.01.06.02.02,Provisões para Reestruturação,,,,,,
104,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
105,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
106,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
107,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
108,2.02,Passivo Não Circulante,5.446000000000001,2.68,14.877,,,
109,2.02.01,Empréstimos e Financiamentos,,,,,,
110,2.02.01.01,Empréstimos e Financiamentos,,,,,,
111,2.02.01.01.01,Em Moeda Nacional,,,,,,
112,2.02.01.01.02,Em Moeda Estrangeira,,,,,,
113,2.02.01.02,Debêntures,,,,,,
114,2.02.01.03,Financiamento por Arrendamento Financeiro,,,,,,
115,2.02.02,Outras Obrigações,5.446000000000001,2.1630000000000003,13.75,,,
116,2.02.02.01,Passivos com Partes Relacionadas,4.12,808.0,12.395999999999999,,,
117,2.02.02.01.01,Débitos com Coligadas,4.12,808.0,12.395999999999999,,,
118,2.02.02.01.02,Débitos com Controladas,,,,,,
119,2.02.02.01.03,Débitos com Controladores,,,,,,
120,2.02.02.01.04,Débitos com Outras Partes Relacionadas,,,,,,
121,2.02.02.02,Outros,1.3259999999999998,1.355,1.354,,,
122,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,,,,,,
123,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,,,,,,
124,2.02.02.02.03,Contribuição Social s/ o Lucro,608.0,608.0,608.0,,,
125,2.02.02.02.04,Parcelamento Federal - REFIS (Lei 11.941/09),718.0,747.0,746.0,,,
126,2.02.03,Tributos Diferidos,0.0,517.0,1.127,,,
127,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0.0,517.0,1.127,,,
128,2.02.04,Provisões,,,,,,
129,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,,,,,,
130,2.02.04.01.01,Provisões Fiscais,,,,,,
131,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,,,,,,
132,2.02.04.01.03,Provisões para Benefícios a Empregados,,,,,,
133,2.02.04.01.04,Provisões Cíveis,,,,,,
134,2.02.04.02,Outras Provisões,,,,,,
135,2.02.04.02.01,Provisões para Garantias,,,,,,
136,2.02.04.02.02,Provisões para Reestruturação,,,,,,
137,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,,,,,,
138,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,,,,,,
139,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,,,,,,
140,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
141,2.02.06,Lucros e Receitas a Apropriar,,,,,,
142,2.02.06.01,Lucros a Apropriar,,,,,,
143,2.02.06.02,Receitas a Apropriar,,,,,,
144,2.02.06.03,Subvenções de Investimento a Apropriar,,,,,,
145,2.03,Patrimônio Líquido,40.483000000000004,50.715,56.602,,,
146,2.03.01,Capital Social Realizado,26.186999999999998,26.186999999999998,26.186999999999998,,,
147,2.03.02,Reservas de Capital,33.0,33.0,33.0,,,
148,2.03.02.01,Ágio na Emissão de Ações,,,,,,
149,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,,,
150,2.03.02.03,Alienação de Bônus de Subscrição,,,,,,
151,2.03.02.04,Opções Outorgadas,,,,,,
152,2.03.02.05,Ações em Tesouraria,,,,,,
153,2.03.02.06,Adiantamento para Futuro Aumento de Capital,,,,,,
154,2.03.02.07,Ágio na Emissão das Ações,0.0,33.0,33.0,,,
155,2.03.03,Reservas de Reavaliação,,,,,,
156,2.03.04,Reservas de Lucros,11.866,19.91,28.673000000000002,,,
157,2.03.04.01,Reserva Legal,3.085,3.085,3.085,,,
158,2.03.04.02,Reserva Estatutária,8.781,16.825,22.555,,,
159,2.03.04.03,Reserva para Contingências,,,,,,
160,2.03.04.04,Reserva de Lucros a Realizar,0.0,0.0,3.033,,,
161,2.03.04.05,Reserva de Retenção de Lucros,,,,,,
162,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,,,
163,2.03.04.07,Reserva de Incentivos Fiscais,,,,,,
164,2.03.04.08,Dividendo Adicional Proposto,,,,,,
165,2.03.04.09,Ações em Tesouraria,,,,,,
166,2.03.04.10,Reserva p/ Aumento de Capital,,,,,,
