,Conta,Descrição,31/12/2017,31/12/2016,31/12/2015,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015
0,1,Ativo Total,3.580.884,3.185.372,2.523.477,,,
1,1.01,Ativo Circulante,1.425.347,1.414.565,1.075.575,,,
2,1.01.01,Disponibilidades,55.192,3.087,575,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,503.040,529.050,230.403,,,
4,1.01.03,Títulos e Valores Mobiliários,113.202,56.663,53.625,,,
5,1.01.04,Relações Interfinanceiras,1.717,439,237,,,
6,1.01.05,Relações Interdependências,,,,,,
7,1.01.06,Operações de Crédito,576.909,695.918,713.040,,,
8,1.01.07,Operações de Arrendamento Mercantil,,,,,,
9,1.01.08,Outros Créditos,160.344,76.551,39.161,,,
10,1.01.09,Outros Valores e Bens,14.943,52.857,38.534,,,
11,1.02,Ativo Realizável a Longo Prazo,2.143.919,1.762.222,1.438.037,,,
12,1.02.01,Aplicações Interfinanceiras de Liquidez,3.224,0,383,,,
13,1.02.02,Títulos e Valores Mobiliários,203.699,190.397,63.324,,,
14,1.02.03,Relações Interfinanceiras,,,,,,
15,1.02.04,Relações Interdependências,,,,,,
16,1.02.05,Operações de Crédito,1.837.031,1.538.262,1.336.775,,,
17,1.02.06,Operações de Arrendamento Mercantil,,,,,,
18,1.02.07,Outros Créditos,16.132,11.095,12.150,,,
19,1.02.08,Outros Valores e Bens,83.833,22.468,25.405,,,
20,1.03,Ativo Permanente,11.618,8.585,9.865,,,
21,1.03.01,Investimentos,5.154,3.393,4.743,,,
22,1.03.01.01,Dependências no Exterior,,,,,,
23,1.03.01.02,Participações em Controladas,,,,,,
24,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
25,1.03.01.04,Outros Investimentos,,,,,,
26,1.03.01.05,Provisão para Perdas,,,,,,
27,1.03.02,Imobilizado de Uso,5.506,5.192,5.122,,,
28,1.03.03,Imobilizado de Arrendamento,,,,,,
