,Conta,Descrição,31/12/2011,31/12/2010,31/12/2009,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009
0,1,Ativo Total,110.649,56.865,54.678999999999995,,,
1,1.01,Ativo Circulante,18.565,16.401,38.091,,,
2,1.01.01,Caixa e Equivalentes de Caixa,20.0,139.0,357.0,,,
3,1.01.01.01,Depósitos Bancários,20.0,139.0,357.0,,,
4,1.01.02,Aplicações Financeiras,5.559,6.742000000000001,5.147,,,
5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,5.559,6.742000000000001,5.147,,,
6,1.01.02.01.01,Títulos para Negociação,,,,,,
7,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
8,1.01.02.01.03,Fundos de Investimento,5.559,6.742000000000001,5.147,,,
9,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
10,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
11,1.01.03,Contas a Receber,12.6,9.085,32.467,,,
12,1.01.03.01,Clientes,12.6,9.085,32.467,,,
13,1.01.03.01.01,Direitos Creditórios de Aluguéis Vinculados,1.68,2.096,1.883,,,
14,1.01.03.01.02,Cédulas de Créditos Imobiliários,10.923,7.0760000000000005,31.225,,,
15,1.01.03.01.03,(-) Rendas a Apropriar de CCIS Vinculadas,-3.0,-87.0,-641.0,,,
16,1.01.03.02,Outras Contas a Receber,,,,,,
17,1.01.04,Estoques,,,,,,
18,1.01.05,Ativos Biológicos,,,,,,
19,1.01.06,Tributos a Recuperar,385.0,168.0,26.0,,,
20,1.01.06.01,Tributos Correntes a Recuperar,385.0,168.0,26.0,,,
21,1.01.06.01.01,Impostos a Compensar,385.0,168.0,26.0,,,
22,1.01.07,Despesas Antecipadas,,,,,,
23,1.01.08,Outros Ativos Circulantes,1.0,267.0,94.0,,,
24,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
25,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
26,1.01.08.03,Outros,1.0,267.0,94.0,,,
27,1.01.08.03.01,Valores a Receber de Coligadas,0.0,1.0,0.0,,,
28,1.01.08.03.02,Outros Créditos,1.0,1.0,0.0,,,
29,1.01.08.03.03,Créditos Tributários de Impostos e Contribuições,0.0,265.0,94.0,,,
30,1.02,Ativo Não Circulante,92.084,40.464,16.588,,,
31,1.02.01,Ativo Realizável a Longo Prazo,85.376,35.814,12.372,,,
32,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
33,1.02.01.01.01,Títulos para Negociação,,,,,,
34,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
35,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
36,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
37,1.02.01.03,Contas a Receber,,,,,,
38,1.02.01.03.01,Clientes,,,,,,
39,1.02.01.03.02,Outras Contas a Receber,,,,,,
40,1.02.01.04,Estoques,,,,,,
41,1.02.01.05,Ativos Biológicos,,,,,,
42,1.02.01.06,Tributos Diferidos,,,,,,
43,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
44,1.02.01.07,Despesas Antecipadas,,,,,,
45,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
46,1.02.01.08.01,Créditos com Coligadas,,,,,,
47,1.02.01.08.02,Créditos com Controladas,,,,,,
48,1.02.01.08.03,Créditos com Controladores,,,,,,
