,Conta,Descrição,31/12/2013,31/12/2012,31/12/2011,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
0,1,Ativo Total,25.521.190,23.874.845,23.383.659,,,
1,1.01,Ativo Circulante,4.245.974,3.387.845,3.348.607,,,
2,1.01.01,Caixa e Equivalentes de Caixa,1.191.676,36.326,63.716,,,
3,1.01.02,Aplicações Financeiras,2.784.750,3.093.547,3.080.853,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,2.784.750,3.093.547,3.080.853,,,
5,1.01.02.01.01,Títulos para Negociação,2.784.750,3.093.547,3.080.853,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,52.696,55.093,45.061,,,
10,1.01.03.01,Clientes,52.696,55.093,45.061,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,,,,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,120.380,180.442,130.093,,,
15,1.01.06.01,Tributos Correntes a Recuperar,120.380,180.442,130.093,,,
16,1.01.07,Despesas Antecipadas,15.583,17.783,17.393,,,
17,1.01.08,Outros Ativos Circulantes,80.889,4.654,11.491,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,80.889,4.654,11.491,,,
21,1.02,Ativo Não Circulante,21.275.216,20.487.000,20.035.052,,,
22,1.02.01,Ativo Realizável a Longo Prazo,749.413,603.951,542.883,,,
23,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,437.367,371.231,367.600,,,
24,1.02.01.01.01,Títulos para Negociação,437.367,371.231,367.600,,,
25,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
26,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
27,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
28,1.02.01.03,Contas a Receber,,,,,,
29,1.02.01.03.01,Clientes,,,,,,
30,1.02.01.03.02,Outras Contas a Receber,,,,,,
31,1.02.01.04,Estoques,,,,,,
32,1.02.01.05,Ativos Biológicos,,,,,,
33,1.02.01.06,Tributos Diferidos,203.037,132.286,80.550,,,
34,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,203.037,132.286,80.550,,,
35,1.02.01.07,Despesas Antecipadas,744,2.924,0,,,
36,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
37,1.02.01.08.01,Créditos com Coligadas,,,,,,
38,1.02.01.08.02,Créditos com Controladas,,,,,,
39,1.02.01.08.03,Créditos com Controladores,,,,,,
40,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
41,1.02.01.09,Outros Ativos Não Circulantes,108.265,97.510,94.733,,,
42,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
43,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
44,1.02.01.09.03,Depósito Judicial,108.265,97.510,94.178,,,
45,1.02.01.09.04,Outros,0,0,555,,,
46,1.02.02,Investimentos,3.434.624,3.014.319,2.785.455,,,
47,1.02.02.01,Participações Societárias,3.434.624,3.014.319,2.785.455,,,
48,1.02.02.01.01,Participações em Coligadas,3.312.606,2.893.632,2.673.386,,,
49,1.02.02.01.02,Participações em Controladas,122.018,120.687,112.069,,,
50,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
51,1.02.02.01.04,Outras Participações Societárias,,,,,,
52,1.02.02.02,Propriedades para Investimento,,,,,,
53,1.02.03,Imobilizado,418.854,356.579,352.590,,,
54,1.02.03.01,Imobilizado em Operação,418.854,356.579,352.590,,,
55,1.02.03.02,Imobilizado Arrendado,,,,,,
56,1.02.03.03,Imobilizado em Andamento,,,,,,
57,1.02.04,Intangível,16.672.325,16.512.151,16.354.124,,,
58,1.02.04.01,Intangíveis,16.672.325,16.512.151,16.354.124,,,
59,1.02.04.01.01,Contrato de Concessão,,,,,,
60,1.02.04.01.02,Softwares e Projetos,608.016,447.842,289.815,,,
61,1.02.04.01.03,Goodwill,16.064.309,16.064.309,16.064.309,,,
62,1.02.05,Diferido,,,,,,
63,2,Passivo Total,25.521.190,23.874.845,23.383.659,,,
64,2.01,Passivo Circulante,2.355.261,1.409.279,1.745.088,,,
65,2.01.01,Obrigações Sociais e Trabalhistas,,,,,,
66,2.01.01.01,Obrigações Sociais,,,,,,
67,2.01.01.02,Obrigações Trabalhistas,,,,,,
68,2.01.02,Fornecedores,36.679,60.333,56.038,,,
69,2.01.02.01,Fornecedores Nacionais,36.679,60.333,56.038,,,
70,2.01.02.02,Fornecedores Estrangeiros,,,,,,
71,2.01.03,Obrigações Fiscais,24.755,27.502,31.008,,,
72,2.01.03.01,Obrigações Fiscais Federais,24.755,27.502,31.008,,,
73,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,,,,,,
74,2.01.03.01.02,Provisões para Impostos e Contribuições a Recolher,24.755,27.502,31.008,,,
75,2.01.03.02,Obrigações Fiscais Estaduais,,,,,,
76,2.01.03.03,Obrigações Fiscais Municipais,,,,,,
77,2.01.04,Empréstimos e Financiamentos,42.129,36.882,33.566,,,
78,2.01.04.01,Empréstimos e Financiamentos,42.129,36.882,33.566,,,
79,2.01.04.01.01,Em Moeda Nacional,,,,,,
80,2.01.04.01.02,Em Moeda Estrangeira,42.129,36.882,33.566,,,
81,2.01.04.02,Debêntures,,,,,,
82,2.01.04.03,Financiamento por Arrendamento Financeiro,,,,,,
83,2.01.05,Outras Obrigações,2.251.698,1.284.562,1.624.476,,,
84,2.01.05.01,Passivos com Partes Relacionadas,,,,,,
85,2.01.05.01.01,Débitos com Coligadas,,,,,,
86,2.01.05.01.02,Débitos com Controladas,,,,,,
87,2.01.05.01.03,Débitos com Controladores,,,,,,
88,2.01.05.01.04,Débitos com Outras Partes Relacionadas,,,,,,
89,2.01.05.02,Outros,2.251.698,1.284.562,1.624.476,,,
90,2.01.05.02.01,Dividendos e JCP a Pagar,1.428,1.845,4.177,,,
