,Conta,Descrição,31/12/2019,31/12/2018,31/12/2017,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
0,1,Ativo Total,99.334.683,89.769.010,91.905.337,,,
1,1.01,Ativo Circulante,12.959.413,10.646.666,11.272.513,,,
2,1.01.01,Caixa e Equivalentes de Caixa,2.657.537,2.273.875,2.017.034,,,
3,1.01.02,Aplicações Financeiras,1.082.865,1.037.821,631.637,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,1.082.865,1.037.821,631.637,,,
5,1.01.02.01.01,Títulos para Negociação,1.082.865,1.037.821,631.637,,,
6,1.01.02.01.02,Títulos Designados a Valor Justo,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
8,1.01.02.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.03,Contas a Receber,2.626.819,2.864.662,3.055.953,,,
10,1.01.03.01,Clientes,1.701.783,1.817.189,1.731.329,,,
11,1.01.03.02,Outras Contas a Receber,925.036,1.047.473,1.324.624,,,
12,1.01.03.02.01,Contas a Receber de Partes Relacionadas,925.036,1.047.473,1.324.624,,,
13,1.01.04,Estoques,3.174.761,2.603.847,2.107.274,,,
14,1.01.04.01,Produtos Acabados,767.028,688.750,494.406,,,
15,1.01.04.02,Produtos em Elaboração,198.339,169.964,131.741,,,
16,1.01.04.03,Matérias-primas e itens de consumo,1.968.813,1.536.396,1.297.392,,,
17,1.01.04.04,Materiais de Produção,,,,,,
18,1.01.04.05,Almoxarifado e Outros,289.905,256.681,219.818,,,
19,1.01.04.06,Provisão para Perdas,-49.324,-47.944,-36.083,,,
20,1.01.05,Ativos Biológicos,,,,,,
21,1.01.06,Tributos a Recuperar,2.655.845,1.069.011,2.625.960,,,
22,1.01.06.01,Tributos Correntes a Recuperar,2.655.845,1.069.011,2.625.960,,,
23,1.01.06.01.01,Imposto de renda e Contribuição Social a Recuperar,1.186.845,820.039,2.407.282,,,
24,1.01.06.01.02,Impostos Indiretos a Recuperar,1.469.000,248.972,218.678,,,
25,1.01.07,Despesas Antecipadas,506.502,631.365,572.117,,,
26,1.01.07.01,Despesas antecipadas de Marketing,506.502,631.365,572.117,,,
27,1.01.08,Outros Ativos Circulantes,255.084,166.085,262.538,,,
28,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
29,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
30,1.01.08.03,Outros,255.084,166.085,262.538,,,
31,1.01.08.03.01,Instrumentos financeiros derivativos,,,,,,
32,1.01.08.03.02,Juros a Receber,,,,,,
33,1.01.08.03.03,Outros Ativos,106.640,165.590,210.279,,,
34,1.01.08.03.04,Dividendos a receber,148.444,495,52.259,,,
35,1.02,Ativo Não Circulante,86.375.270,79.122.344,80.632.824,,,
36,1.02.01,Ativo Realizável a Longo Prazo,7.126.187,6.125.374,4.154.755,,,
37,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,,,,,,
38,1.02.01.01.01,Títulos Designados a Valor Justo,,,,,,
39,1.02.01.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
40,1.02.01.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,118.990,109.395,102.769,,,
41,1.02.01.04,Contas a Receber,54.322,54.322,40.957,,,
