,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,363.194,441.55699999999996,667.008,,,
1,1.01,Ativo Circulante,44.162,21.363000000000003,25.516,,,
2,1.01.01,Caixa e Equivalentes de Caixa,12.905,2.177,443.0,,,
3,1.01.02,Aplicações Financeiras,9.089,1.05,19.295,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,9.089,1.05,19.295,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.01.03,Títulos e valores mobiliários,9.089,1.05,19.295,,,
8,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
10,1.01.03,Contas a Receber,6.757999999999999,0.0,0.0,,,
11,1.01.03.01,Clientes,5.787000000000001,0.0,0.0,,,
12,1.01.03.02,Outras Contas a Receber,971.0,0.0,0.0,,,
13,1.01.04,Estoques,,,,,,
14,1.01.05,Ativos Biológicos,,,,,,
15,1.01.06,Tributos a Recuperar,10.415999999999999,10.91,5.528,,,
16,1.01.06.01,Tributos Correntes a Recuperar,10.415999999999999,10.91,5.528,,,
17,1.01.06.01.01,Impostos a recuperar,10.415999999999999,10.91,5.528,,,
18,1.01.07,Despesas Antecipadas,,,,,,
19,1.01.08,Outros Ativos Circulantes,4.994,7.226,250.0,,,
20,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
21,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.08.03,Outros,4.994,7.226,250.0,,,
23,1.01.08.03.01,Contas a Receber por Alienação de Investimentos,4.096,5.678999999999999,0.0,,,
24,1.01.08.03.02,Outros Ativos,898.0,1.547,250.0,,,
25,1.02,Ativo Não Circulante,319.032,420.194,641.492,,,
26,1.02.01,Ativo Realizável a Longo Prazo,10.712,11.020999999999999,22.616,,,
27,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
28,1.02.01.01.01,Títulos para Negociação,,,,,,
29,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
