,Conta,Descrição,31/12/2014,31/12/2013,31/12/2012,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
0,1,Ativo Total,13.686.586,13.295.794,13.731.568,,,
1,1.01,Ativo Circulante,9.574.842,8.200.323,8.477.709,,,
2,1.01.01,Disponibilidades,5.822,13.405,6.495,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,3.260.494,2.309.161,2.503.189,,,
4,1.01.02.01,Aplicações no Mercado Aberto,760.267,35.500,712.155,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,2.500.227,2.273.661,1.791.034,,,
6,1.01.03,Títulos e Valores Mobiliários,3.870.598,3.380.481,2.779.619,,,
7,1.01.03.01,Carteira Própria,1.759.477,1.577.093,1.281.720,,,
8,1.01.03.02,Vinculados a Compromissos de Recompra,2.110.661,1.578.628,1.467.124,,,
9,1.01.03.03,Vinculados ao Banco Central,,,,,,
10,1.01.03.04,Vinculados a Prestação de Garantias,300,224.070,28.453,,,
11,1.01.03.05,Instrumentos Financeiros Derivativos,160,690,2.322,,,
12,1.01.04,Relações Interfinanceiras,78.484,92.552,87.035,,,
13,1.01.04.01,Depósitos no Banco Central,,,,,,
14,1.01.04.02,Repasses Interfinanceiros,78.484,92.552,87.035,,,
15,1.01.05,Relações Interdependências,,,,,,
16,1.01.06,Operações de Crédito,1.552.047,1.737.698,2.053.454,,,
17,1.01.06.01,Carteira - Setor Público,0,0,677,,,
18,1.01.06.02,Carteira - Setor Privado,1.034.192,1.757.010,2.069.719,,,
19,1.01.06.03,Operações de Crédito Vinculadas a Cessão,534.580,0,0,,,
20,1.01.06.04,(Provisão para Créditos de Liquidação Duvidosa),-16.725,-19.312,-16.942,,,
21,1.01.07,Operações de Arrendamento Mercantil,,,,,,
22,1.01.07.01,Carteira - Setor Público,,,,,,
23,1.01.07.02,Carteira - Setor Privado,,,,,,
24,1.01.07.03,(Provisão para Créditos de Liquidação Duvidosa),,,,,,
25,1.01.08,Outros Créditos,806.800,666.546,1.047.518,,,
26,1.01.08.01,Carteira de Câmbio,15.664,23.667,118.959,,,
27,1.01.08.02,Rendas a Receber,3.919,4.054,8.711,,,
28,1.01.08.03,Negociação e Intermediação de Valores,10,113,291,,,
