,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,9.969.494,9.231.340,8.395.890,,,
1,1.01,Ativo Circulante,1.991.391,2.028.069,1.735.804,,,
2,1.01.01,Caixa e Equivalentes de Caixa,665.538,59.784,56.385,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Créditos das Operações,,,,,,
10,1.01.03.01,Seguros e Resseguros,,,,,,
11,1.01.03.02,Previdência Complementar,,,,,,
12,1.01.03.03,Capitalização,,,,,,
13,1.01.03.04,Outras Operações,,,,,,
14,1.01.04,Títulos e Créditos a Receber,,,,,,
15,1.01.05,Outros Valores e Bens,,,,,,
16,1.01.06,Empréstimos e Depósitos Compulsórios,,,,,,
17,1.01.07,Despesas Antecipadas,,,,,,
18,1.01.08,Despesas de Comercialização Diferidas,,,,,,
19,1.01.09,Outros Ativos Circulantes,1.325.853,1.968.285,1.679.419,,,
20,1.01.09.01,Ativos Não Correntes a Venda,,,,,,
21,1.01.09.02,Ativos de Operações Descontinuadas,,,,,,
22,1.01.09.03,Outros,1.325.853,1.968.285,1.679.419,,,
23,1.01.09.03.01,Dividendos a receber,1.273.950,1.938.325,1.666.647,,,
24,1.01.09.03.02,Ativos por impostos correntes,49.018,29.956,12.772,,,
25,1.01.09.03.03,Diversos,2.885,4,0,,,
26,1.02,Ativo Não Circulante,7.978.103,7.203.271,6.660.086,,,
27,1.02.01,Ativo Realizável a Longo Prazo,,,,,,
28,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
29,1.02.01.01.01,Títulos para Negociação,,,,,,
30,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
31,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
32,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
33,1.02.01.03,Créditos das Operações,,,,,,
34,1.02.01.04,Títulos e Créditos a Receber,,,,,,
35,1.02.01.05,Outros Valores e Bens,,,,,,
36,1.02.01.06,Empréstimos e Depósitos Compulsórios,,,,,,
37,1.02.01.07,Despesas Antecipadas,,,,,,
38,1.02.01.08,Despesas de Comercialização Diferidas,,,,,,
39,1.02.01.09,Tributos Diferidos,,,,,,
40,1.02.01.10,Outros Ativos Não Circulantes,,,,,,
41,1.02.01.10.01,Ativos Não Correntes a Venda,,,,,,
42,1.02.01.10.02,Ativos de Operações Descontinuadas,,,,,,
43,1.02.02,Investimentos,7.974.319,7.203.271,6.660.086,,,
44,1.02.02.01,Participações Societárias,7.974.319,7.203.271,6.660.086,,,
45,1.02.02.01.01,Participações em Coligadas no País,7.974.319,7.203.271,6.660.086,,,
46,1.02.02.01.02,Participações em Coligadas no Exterior,,,,,,
47,1.02.02.01.03,Participações em Controladas no País,,,,,,
48,1.02.02.01.04,Participações em Controladas no Exterior,,,,,,
49,1.02.02.01.05,Outras Participações Societárias,,,,,,
50,1.02.02.02,Propriedades para Investimento,,,,,,
51,1.02.03,Imobilizado,,,,,,
52,1.02.03.01,Imobilizado em Operação,,,,,,
53,1.02.03.02,Imobilizado Arrendado,,,,,,
54,1.02.03.03,Imobilizado em Andamento,,,,,,
55,1.02.04,Intangível,3.784,0,0,,,
56,1.02.05,Diferido,,,,,,
57,2,Passivo Total,9.969.494,9.231.340,8.395.890,,,
58,2.01,Passivo Circulante,1.680.429,1.650.572,471.906,,,
59,2.01.01,Contas a Pagar,1.680.429,1.650.572,471.906,,,
60,2.01.01.01,Dividendos a pagar,1.670.810,1.634.512,466.102,,,
61,2.01.01.02,Valores a pagar a sociedades ligadas,5.162,5.117,3.241,,,
62,2.01.01.03,Programa de recompra de ações,0,7.543,0,,,
63,2.01.01.04,Passivos por impostos correntes,901,134,0,,,
64,2.01.01.05,Outros,3.556,3.266,2.563,,,
65,2.01.02,Débitos de Operações,,,,,,
66,2.01.02.01,Seguros e Resseguros,,,,,,
67,2.01.02.02,Previdência Complementar,,,,,,
68,2.01.02.03,Capitalização,,,,,,
69,2.01.02.04,Outras Operações,,,,,,
70,2.01.03,Depósitos de Terceiros,,,,,,
71,2.01.04,Provisões Técnicas,,,,,,
72,2.01.04.01,Seguros e Resseguros,,,,,,
73,2.01.04.02,Previdência Complementar,,,,,,
74,2.01.04.03,Capitalização,,,,,,
75,2.01.04.04,Outras Provisões,,,,,,
76,2.01.05,Outros Débitos,,,,,,
77,2.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,,,,,,
78,2.01.06.01,Passivos sobre Ativos Não Correntes a Venda,,,,,,
79,2.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
80,2.02,Passivo Não Circulante,,,,,,
81,2.02.01,Passivo Exigível a Longo Prazo,,,,,,
82,2.02.01.01,Contas a Pagar,,,,,,
83,2.02.01.02,Débitos das Operações,,,,,,
84,2.02.01.03,Provisões Técnicas,,,,,,
85,2.02.01.03.01,Seguros e Resseguros,,,,,,
86,2.02.01.03.02,Previdência Complementar,,,,,,
87,2.02.01.03.03,Capitalização,,,,,,
88,2.02.01.03.04,Outras Provisões,,,,,,
89,2.02.01.04,Outros Passivos,,,,,,
90,2.02.01.05,Tributos Diferidos,,,,,,
91,2.02.01.06,Passivos sobre Ativos Não Correntes a Venda e Descontinuados,,,,,,
92,2.02.01.06.01,Passivos sobre Ativos Não Correntes a Venda,,,,,,
93,2.02.01.06.02,Passivos sobre Ativos de Operações Descontinuadas,,,,,,
94,2.02.01.07,Lucros e Receitas a Apropriar,,,,,,
95,2.02.01.07.01,Lucros a Apropriar,,,,,,
96,2.02.01.07.02,Receitas a Apropriar,,,,,,
97,2.02.01.07.03,Subvenções de Investimento a Apropriar,,,,,,
98,2.02.01.08,Adiantamento para Futuro Aumento Capital,,,,,,
99,2.03,Patrimônio Líquido,8.289.065,7.580.768,7.923.984,,,
100,2.03.01,Capital Social Realizado,5.646.768,5.646.768,5.646.768,,,
101,2.03.02,Reservas de Capital,,,,,,
102,2.03.02.01,Ágio na Emissão de Ações,,,,,,
103,2.03.02.02,Reserva Especial de Ágio na Incorporação,,,,,,
104,2.03.02.03,Alienação de Bônus de Subscrição,,,,,,
105,2.03.02.04,Opções Outorgadas,,,,,,
106,2.03.02.05,Ações em Tesouraria,-1.004,-712,-266,,,
107,2.03.02.06,Adiantamento para Futuro Aumento Capital,,,,,,
108,2.03.02.07,Transação com Pagamento Baseado em Ações,1.004,712,266,,,
109,2.03.03,Reservas de Reavaliação,,,,,,
110,2.03.03.01,Ativos Próprios,,,,,,
111,2.03.03.02,Controladas/Coligadas,,,,,,
112,2.03.04,Reservas de Lucros,2.655.161,1.979.324,2.290.014,,,
113,2.03.04.01,Reserva Legal,707.586,506.893,296.522,,,
114,2.03.04.02,Reserva Estatutária,2.029.777,1.520.680,889.565,,,
115,2.03.04.03,Reserva para Contingências,,,,,,
116,2.03.04.04,Reserva de Lucros a Realizar,,,,,,
117,2.03.04.05,Reserva de Retenção de Lucros,,,,,,
118,2.03.04.06,Reserva Especial para Dividendos Não Distribuídos,,,,,,
119,2.03.04.07,Reserva de Incentivos Fiscais,,,,,,
120,2.03.04.08,Dividendo Adicional Proposto,0,0,1.103.927,,,
121,2.03.04.09,Ações em Tesouraria,,,,,,
122,2.03.04.10,Ações em Tesouraria - Prog. Recompra de ações,-82.202,-48.249,0,,,
123,2.03.05,Lucros/Prejuízos Acumulados,,,,,,
124,2.03.06,Ajustes de Avaliação Patrimonial,,,,,,
125,2.03.07,Ajustes Acumulados de Conversão,,,,,,
126,2.03.08,Outros Resultados Abrangentes,-12.864,-45.324,-12.798,,,
127,3.01,Receitas das Operações,,,,,,
128,3.01.01,Operações de Seguros,,,,,,
129,3.01.01.01,Prêmios de Seguros Ganhos,,,,,,
130,3.01.01.02,Outras Receitas de Seguros,,,,,,
131,3.01.02,Operações de Resseguros,,,,,,
132,3.01.02.01,Prêmios de Resseguros Ganhos,,,,,,
133,3.01.02.02,Outras Receitas de Resseguros,,,,,,
134,3.01.03,Operações de Previdência Complementar,,,,,,
135,3.01.03.01,Rendas de Contribuições Retidas,,,,,,
136,3.01.03.02,Variações das Provisões Técnicas,,,,,,
137,3.01.03.03,Outras Receitas de Prev. Complementar,,,,,,
138,3.01.04,Operações de Capitalização,,,,,,
139,3.01.04.01,Receita Líquida com Títs. Capitalização,,,,,,
140,3.01.04.02,Variações das Provisões Técnicas,,,,,,
141,3.01.04.03,Outras Receitas de Capitalização,,,,,,
142,3.02,Sinistros e Despesas das Operações,,,,,,
143,3.02.01,Operações de Seguros,,,,,,
144,3.02.01.01,Sinistros Retidos de Seguros,,,,,,
145,3.02.01.02,Despesas de Comercialização de Seguros,,,,,,
146,3.02.01.03,Outras Despesas de Seguros,,,,,,
147,3.02.02,Operações de Resseguros,,,,,,
148,3.02.02.01,Sinistros Retidos de Resseguros,,,,,,
149,3.02.02.02,Despesas de Comercialização de Resseguros,,,,,,
150,3.02.02.03,Outras Despesas de Resseguros,,,,,,
151,3.02.03,Operações de Previdência Complementar,,,,,,
152,3.02.03.01,Despesas com Benefícios e Resgates,,,,,,
153,3.02.03.02,Despesas de Comercialização de Prev. Complementar,,,,,,
154,3.02.03.03,Outras Despesas de Prev. Complementar,,,,,,
155,3.02.04,Operações de Capitalização,,,,,,
156,3.02.04.01,Despesas com Resgates e Sorteios,,,,,,
