,Conta,Descrição,31/12/2014,31/12/2013,31/12/2012,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
0,1,Ativo Total,3.723.187,3.987.711,3.653.049,,,
1,1.01,Ativo Circulante,336.811,148.996,69.590,,,
2,1.01.01,Caixa e Equivalentes de Caixa,66,20,26,,,
3,1.01.02,Aplicações Financeiras,308.241,114.534,40.479,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,308.241,114.534,40.479,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Disponíveis para Venda,308.241,114.534,40.479,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
8,1.01.02.02.01,Títulos Mantidos até o Vencimento,,,,,,
9,1.01.03,Contas a Receber,0,71,0,,,
10,1.01.03.01,Clientes,,,,,,
11,1.01.03.02,Outras Contas a Receber,0,71,0,,,
12,1.01.03.02.01,Devedores Diversos,0,71,0,,,
13,1.01.04,Estoques,,,,,,
14,1.01.05,Ativos Biológicos,,,,,,
15,1.01.06,Tributos a Recuperar,25.283,18.819,15.040,,,
16,1.01.06.01,Tributos Correntes a Recuperar,25.283,18.819,15.040,,,
17,1.01.06.01.01,Imposto de Renda e Contribuição Social Compensáveis,25.283,18.819,15.040,,,
18,1.01.06.01.02,Outros Tributos Compensáveis,,,,,,
19,1.01.07,Despesas Antecipadas,85,2,4,,,
20,1.01.08,Outros Ativos Circulantes,3.136,15.550,14.041,,,
21,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
22,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
23,1.01.08.03,Outros,3.136,15.550,14.041,,,
24,1.01.08.03.01,Dividendos e Juros sobre Capital Próprio a Receber,2.699,15.113,13.606,,,
25,1.01.08.03.02,Outros Créditos,437,437,435,,,
26,1.02,Ativo Não Circulante,3.386.376,3.838.715,3.583.459,,,
27,1.02.01,Ativo Realizável a Longo Prazo,77.328,66.179,84.624,,,
28,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,,,,
29,1.02.01.01.01,Títulos para Negociação,,,,,,
30,1.02.01.01.02,Títulos Disponíveis para Venda,,,,,,
31,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
32,1.02.01.02.01,Títulos Mantidos até o Vencimento,,,,,,
33,1.02.01.03,Contas a Receber,,,,,,
34,1.02.01.03.01,Clientes,,,,,,
35,1.02.01.03.02,Outras Contas a Receber,,,,,,
36,1.02.01.04,Estoques,,,,,,
37,1.02.01.05,Ativos Biológicos,,,,,,
38,1.02.01.06,Tributos Diferidos,45.174,37.231,37.781,,,
39,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,45.174,37.231,37.781,,,
40,1.02.01.07,Despesas Antecipadas,,,,,,
41,1.02.01.08,Créditos com Partes Relacionadas,,,,,,
42,1.02.01.08.01,Créditos com Coligadas,,,,,,
43,1.02.01.08.02,Créditos com Controladas,,,,,,
44,1.02.01.08.03,Créditos com Controladores,,,,,,
45,1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,,,,
46,1.02.01.09,Outros Ativos Não Circulantes,32.154,28.948,46.843,,,
47,1.02.01.09.01,Ativos Não-Correntes a Venda,,,,,,
48,1.02.01.09.02,Ativos de Operações Descontinuadas,,,,,,
49,1.02.01.09.03,Cauções e Depósitos Vinculados,31.944,28.755,25.259,,,
50,1.02.01.09.04,Outros Créditos,210,193,21.584,,,
51,1.02.02,Investimentos,2.377.887,2.750.014,2.380.767,,,
52,1.02.02.01,Participações Societárias,2.377.887,2.750.014,2.380.767,,,
53,1.02.02.01.01,Participações em Coligadas,,,,,,
54,1.02.02.01.02,Participações em Controladas,2.377.887,2.750.014,2.380.767,,,
55,1.02.02.01.03,Participações em Controladas em Conjunto,,,,,,
