,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
0,1,Ativo Total,17.987.102,14.929.593,13.928.557,,,
1,1.01,Ativo Circulante,10.033.335,7.914.822,8.376.398,,,
2,1.01.01,Disponibilidades,253.608,168.322,234.707,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,6.373.298,3.801.616,3.429.025,,,
4,1.01.02.01,Aplicações no Mercado Aberto,6.276.739,3.701.222,3.320.267,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,96.559,100.394,108.758,,,
6,1.01.03,Títulos e Valores Mobiliários,610.671,773.428,1.187.855,,,
7,1.01.03.01,Carteira Própria,553.015,722.096,467.125,,,
8,1.01.03.02,Vinculados a Compromisso de Recompra,15.297,35.609,676.396,,,
9,1.01.03.03,Vinculados a Prestação de Garantia,42.359,15.723,11.607,,,
10,1.01.03.04,Vinculados ao Banco Central,0,0,32.727,,,
11,1.01.03.05,Instrumentos Financeiros Derivativos,,,,,,
12,1.01.04,Relações Interfinanceiras,672.316,804.465,1.155.843,,,
13,1.01.04.01,Pagamentos e Recebimentos a Liquidar,297,264,289,,,
14,1.01.04.02,Créditos Vinculados - Depósitos no Banco Central do Brasil,667.200,799.548,1.151.930,,,
15,1.01.04.03,Correspondentes,4.757,4.632,3.624,,,
16,1.01.04.04,SFH-Sistema Financeiro de Habitação,62,21,0,,,
17,1.01.05,Relações Interdependências,0,0,2,,,
18,1.01.05.01,Recursos em Trânsito de Terceiros,0,0,2,,,
19,1.01.05.02,Transferências Internas de Recursos,,,,,,
20,1.01.06,Operações de Crédito,1.396.417,1.761.146,1.818.512,,,
21,1.01.06.01,Operações de Crédito - Setor Privado,1.612.038,1.982.706,1.989.591,,,
22,1.01.06.02,(Provisão para Perdas de Operações de Crédito),-215.621,-221.560,-171.079,,,
23,1.01.07,Operações de Arrendamento Mercantil,15.160,24.938,38.784,,,
24,1.01.07.01,Operações de Arrendamentos a Receber - Setor Privado,18.071,31.120,42.257,,,
25,1.01.07.02,(Provisão para Perdas de Arrendamento Mercantil),-2.911,-6.182,-3.473,,,
26,1.01.08,Outros Créditos,645.686,559.542,492.165,,,
27,1.01.08.01,Carteira de Câmbio,315.747,271.273,246.191,,,
28,1.01.08.02,Rendas a Receber,14.379,13.835,13.650,,,
29,1.01.08.03,Diversos,371.083,289.670,238.967,,,
30,1.01.08.04,(Provisão para Perdas em Outros Créditos),-55.523,-15.236,-6.643,,,
31,1.01.09,Outros Valores e Bens,66.179,21.365,19.505,,,
32,1.01.09.01,Outros Valores e Bens,62.042,18.612,16.038,,,
33,1.01.09.02,(Provisão para Desvalorização),-1.649,-1.099,-585,,,
34,1.01.09.03,Despesas Antecipadas,5.786,3.852,4.052,,,
35,1.02,Ativo Realizável a Longo Prazo,7.673.313,6.795.439,5.343.249,,,
36,1.02.01,Aplicações Interfinanceiras de Liquidez,,,,,,
37,1.02.01.01,Aplicações em Depósitos Interfinanceiros,,,,,,
38,1.02.02,Títulos e Valores Mobiliários,5.401.494,4.482.979,3.243.601,,,
39,1.02.02.01,Carteira Própria,4.006.808,2.884.263,2.588.677,,,
40,1.02.02.02,Vinculados a Compromisso de Recompra,1.368.585,1.577.499,635.790,,,
41,1.02.02.03,Vinculados a Prestação de Garantia,26.101,21.217,19.134,,,
42,1.02.02.04,Instrumentos Financeiros Derivativos,,,,,,
43,1.02.03,Relações Interfinanceiras,72.793,61.449,55.551,,,
44,1.02.03.01,Créditos Vinculados - Depósitos no Banco Central do Brasil,,,,,,
45,1.02.03.02,Créditos Vinculados - Sistema Financeiro Habitacional,72.793,61.449,55.551,,,
46,1.02.04,Relações Interdependências,,,,,,
47,1.02.05,Operações de Crédito,1.796.234,1.849.123,1.700.746,,,
48,1.02.05.01,Operações de Crédito - Setor Privado,1.817.218,1.886.163,1.731.811,,,
49,1.02.05.02,(Provisão para Perdas de Operações de Crédito),-20.984,-37.040,-31.065,,,
50,1.02.06,Operações de Arrendamento Mercantil,9.535,18.960,30.926,,,
51,1.02.06.01,Operações de Arrendamentos a Receber - Setor Privado,10.810,23.621,34.430,,,
52,1.02.06.02,(Provisão para Perdas de Arrendamento Mercantil),-1.275,-4.661,-3.504,,,
53,1.02.07,Outros Créditos,387.571,378.872,307.753,,,
54,1.02.07.01,Carteira de Câmbio,0,2,0,,,
55,1.02.07.02,Diversos,391.294,382.601,311.374,,,
56,1.02.07.03,(Provisão para Perdas de Outros Créditos),-3.723,-3.731,-3.621,,,
57,1.02.08,Outros Valores e Bens,5.686,4.056,4.672,,,
58,1.02.08.01,Outros Valores e Bens,5.400,3.544,4.246,,,
59,1.02.08.02,Despesas Antecipadas,286,512,426,,,
60,1.03,Ativo Permanente,280.454,219.332,208.910,,,
61,1.03.01,Investimentos,148.253,128.913,113.595,,,
62,1.03.01.01,Dependências no Exterior,,,,,,
63,1.03.01.02,Participações em Controladas,145.730,125.896,110.532,,,
64,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
65,1.03.01.04,Outros Investimentos,3.550,4.046,4.092,,,
66,1.03.01.05,Provisão para Perdas,-1.027,-1.029,-1.029,,,
67,1.03.02,Imobilizado de Uso,107.412,72.454,78.386,,,
68,1.03.02.01,Imóveis de Uso,1.431,1.431,1.431,,,
69,1.03.02.02,Reavaliação de Imóveis de Uso,8.914,8.914,8.914,,,
70,1.03.02.03,Outras Imobilizações de Uso,225.789,173.539,168.170,,,
71,1.03.02.04,(Depreciações Acumuladas),-128.722,-111.430,-100.129,,,
72,1.03.03,Imobilizado de Arrendamento,,,,,,
73,1.03.04,Intangível,24.789,17.965,16.929,,,
74,1.03.04.01,Ativos Intangíveis,34.323,24.708,23.200,,,
75,1.03.04.02,(Amortização Acumulada),-9.534,-6.743,-6.271,,,
76,1.03.05,Diferido,,,,,,
77,2,Passivo Total,17.987.102,14.929.593,13.928.557,,,
78,2.01,Passivo Circulante,13.419.926,10.987.254,10.073.478,,,
79,2.01.01,Depósitos,6.022.943,5.991.295,5.371.924,,,
80,2.01.01.01,Depósitos à Vista,1.260.811,1.344.572,1.362.451,,,
81,2.01.01.02,Depósitos de Poupança,2.466.630,2.531.874,2.192.222,,,
82,2.01.01.03,Depósitos Interfinanceiros,106.511,144.775,130.530,,,
83,2.01.01.04,Depósitos a Prazo,2.188.991,1.970.074,1.686.721,,,
84,2.01.01.05,Outros Depósitos,,,,,,
85,2.01.02,Captações no Mercado Aberto,5.952.031,3.701.955,3.734.606,,,
86,2.01.02.01,Carteira Própria,1.380.134,1.607.736,1.309.475,,,
87,2.01.02.02,Carteira de Terceiros,4.571.897,2.094.219,2.425.131,,,
88,2.01.03,Recursos de Aceites e Emissão de Títulos,380.617,275.055,75.486,,,
