,Conta,Descrição,31/12/2018,31/12/2017,31/12/2016,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017,01/01/2016 a 31/12/2016
0,1,Ativo Total,22.927.000,21.875.000,0.0,,,
1,1.01,Ativo Circulante,6.974.000,7.352.000,0.0,,,
2,1.01.01,Caixa e Equivalentes de Caixa,2.657.000,3.166.000,0.0,,,
3,1.01.02,Aplicações Financeiras,,,,,,
4,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,,,,,,
5,1.01.02.01.01,Títulos para Negociação,,,,,,
6,1.01.02.01.02,Títulos Designados a Valor Justo,,,,,,
7,1.01.02.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
8,1.01.02.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
9,1.01.03,Contas a Receber,768.000,704.000,0.0,,,
10,1.01.03.01,Clientes,,,,,,
11,1.01.03.02,Outras Contas a Receber,,,,,,
12,1.01.04,Estoques,3.359.000,3.271.000,0.0,,,
13,1.01.05,Ativos Biológicos,,,,,,
14,1.01.06,Tributos a Recuperar,154.000,129.000,0.0,,,
15,1.01.06.01,Tributos Correntes a Recuperar,,,,,,
16,1.01.07,Despesas Antecipadas,8.000,6.000,0.0,,,
17,1.01.08,Outros Ativos Circulantes,28.000,76.000,0.0,,,
18,1.01.08.01,Ativos Não-Correntes a Venda,,,,,,
19,1.01.08.02,Ativos de Operações Descontinuadas,,,,,,
20,1.01.08.03,Outros,,,,,,
21,1.02,Ativo Não Circulante,15.953.000,14.523.000,0.0,,,
22,1.02.01,Ativo Realizável a Longo Prazo,1.304.000,818.000,0.0,,,
23,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo através do Resultado,,,,,,
24,1.02.01.01.01,Títulos Designados a Valor Justo,,,,,,
25,1.02.01.02,Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes,,,,,,
26,1.02.01.03,Aplicações Financeiras Avaliadas ao Custo Amortizado,,,,,,
27,1.02.01.04,Contas a Receber,,,,,,
28,1.02.01.04.01,Clientes,,,,,,
29,1.02.01.04.02,Outras Contas a Receber,,,,,,
30,1.02.01.05,Estoques,,,,,,
31,1.02.01.06,Ativos Biológicos,,,,,,
32,1.02.01.07,Tributos Diferidos,,,,,,
33,1.02.01.07.01,Imposto de Renda e Contribuição Social Diferidos,,,,,,
